|id|Название|Регион:|Населённый пункт:|Форма собственности:|Адрес:|Лицензия: №|specialization
149|6970|Федеральное государственное учреждение «Федеральный исследовательский центр «Информатика и управление» Российской академии наук»|г. Москва|г. Москва|Негосударственный головной ВУЗ|119333, г. Москва, ул. Вавилова, д. 44, корп. 2|1666 от 29.09.2015 (Бессрочная)|['020601', '090601']
150|2666|Филиал Частного образовательного учреждения высшего образования «Московский университет имени С.Ю. Витте» в г. Рязани|Рязанская область|г. Рязань|Негосударственный филиал|390013, Рязанская область, город Рязань, Первомайский проспект, дом 62|0984 от 21.04.2014 (Бессрочная)|['030501', '030900', '036401', '080100', '080105', '080109', '080200', '080507', '380201', '380201', '380201', '380204', '380204', '380204', '380207', '380207', '380207', '380301', '380301', '380302', '380302', '380502', '380502', '400201', '400201', '400201', '400301', '400301', '420201']
151|1014|федеральное государственное казенное образовательное учреждение высшего образования «Курганский пограничный институт Федеральной службы безопасности Российской Федерации»|Курганская область|г. Курган-16|Государственный головной ВУЗ|640016, Россия, Курганская область, город Курган-16|1782 от 25.11.2015 (Бессрочная)|['400501', '570201', '570501']
152|482|Частное образовательное учреждение высшего образования «Международный Институт Дизайна и Сервиса»|Челябинская область|г. Челябинск|Негосударственный головной ВУЗ|454014, Челябинская область, город Челябинск, улица Ворошилова, д. 12|2740 от 15.05.2018 (Бессрочная)|['090203', '090303', '380201', '380204', '380207', '380301', '380302', '380303', '380305', '430202', '430210', '430211', '430301', '430302', '430303', '450302', '540201', '540301']
153|836|федеральное государственное бюджетное образовательное учреждение высшего образования «Курская государственная сельскохозяйственная академия имени И.И. Иванова»|Курская область|г. Курск|Негосударственный головной ВУЗ|305021, г. Курск, Карла Маркса ул., 70|1682 от 18.09.2015 (Бессрочная)|['050306', '060601', '130302', '210205', '230302', '270301', '270401', '350205', '350206', '350207', '350208', '350304', '350305', '350306', '350307', '350403', '350404', '350406', '350601', '350604', '360201', '360202', '360301', '360302', '360402', '360501', '360601', '380201', '380301', '380401', '380601']
154|9518|Федеральное государственное бюджетное учреждение науки Институт молекулярной генетики Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 123182, г. Москва, площадь академика И.В. Курчатова, д. 2|0214 от 23.07.2012 (Бессрочная)|['060601', '060601']
155|1316|федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный педагогический университет им. К.Д. Ушинского»|Ярославская область|г. Ярославль|Государственный головной ВУЗ|150000, г. Ярославль, ул. Республиканская, д. 108/1|2284 от 22.07.2016 (Бессрочная)|['040601', '050302', '060301', '060601', '370301', '370601', '380302', '380601', '390301', '390302', '390303', '410301', '420301', '420302', '420303', '430301', '430302', '440301', '440302', '440303', '440304', '440305', '440401', '440402', '440403', '440601', '450302', '450601', '460601', '470601', '480301', '490302', '510601']
156|6235|Федеральное государственное бюджетное учреждение науки Институт программных систем им. А.К. Айламазяна Российской академии наук|Ярославская область||Негосударственный головной ВУЗ|152020, Ярославская область, Переславский р-н, с. Веськово, ул. Петра I, д. 4»а»|2542 от 05.03.2012 (Бессрочная)|['090601']
157|7886|Автономная некоммерческая организация высшего образования Институт коммерции и права|г. Москва||Негосударственный головной ВУЗ|109147, Москва, Б. Факельный пер., д. 38А|2215 от 27.06.2016 (Бессрочная)|['380301', '380302', '400301']
158|772|федеральное государственное бюджетное образовательное учреждение высшего образования «Брянский государственный инженерно-технологический университет»|Брянская область|г. Брянск|Государственный головной ВУЗ|241037, Брянская область, г. Брянск, проспект Станке Димитрова, д. 3|1674 от 02.10.2015 (Бессрочная)|['050601', '060601', '080205', '080301', '080401', '080601', '090301', '090302', '090402', '150302', '150402', '150601', '180302', '200301', '200302', '200402', '230303', '350301', '350302', '350305', '350310', '350401', '350402', '350409', '350602', '350604', '380301', '380302', '380304', '380401', '380501', '380601']
159|5580|Владикавказский техникум железнодорожного транспорта - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Ростовский государственный университет путей сообщения»|Республика Северная Осетия - Алания|г. Владикавказ|Негосударственный филиал|362027, Республика Северная Осетия - Алания, г. Владикавказ, Черменский проезд, д. 6|2118 от 26.04.2016 (Бессрочная)|['110206', '230201', '230206', '270203']
160|11363|федеральное государственное бюджетное образовательное учреждение среднего профессионального образования «Алтайский государственный профессионально-педагогический колледж»|Алтайский край||Государственный головной ВУЗ|ул. Рабочая, д. 16, с. Троицкое, Троицкий район, Алтайский край, 659840|2364 от 26.12.2011 (Бессрочная)|['050501', '050503', '080110', '190604', '230105']
161|466|негосударственное образовательное учреждение высшего профессионального образования «Омский региональный институт»|Омская область| г. Омск|Негосударственный головной ВУЗ|ул. Ленина д. 20, г. Омск, 644024, Россия|0349 от 19.09.2012 (Бессрочная)|['080100', '080109', '080500', '080507']
162|445|Негосударственное частное образовательное учреждение высшего образования «Московский институт экономики, политики и права»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 115184, г. Москва, Климентовский пер., д. 1/18, стр. 1|2697 от 27.12.2017 (Бессрочная)|['370601', '380601', '400601']
163|11162|Севастопольский филиал федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Саратовский государственный социально-экономический университет»|образовательные учреждения, находящиеся за пределами Российской Федерации| г. Севастополь|Государственный филиал|ул. Вакуленчука, д. 29, корп. 4, г. Севастополь, Украина, 99053|1536 от 05.07.2011 (Бессрочная)|['080105', '080507']
164|1145|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Кубанский государственный университет» в г. Геленджике|Краснодарский край|г. Геленджик|Негосударственный филиал|353460, Краснодарский край, г. Геленджик, ул. Луначарского, д. 126|1982 от 03.03.2016 (Бессрочная)|['090203', '350212', '380201', '430211']
165|2706|федеральное казенное образовательное учреждение высшего образования «Владимирский юридический институт Федеральной службы исполнения наказаний»|Владимирская область|г. Владимир|Государственный головной ВУЗ|600020, Владимирская область, г. Владимир, ул. Большая Нижегородская, д. 67 е|2026 от 25.03.2016 (Бессрочная)|['380303', '380403', '390302', '400301', '400401', '400502']
166|2757|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский государственный гуманитарный университет» в г. Всеволожске Ленинградской области|Ленинградская область|г. Всеволожск|Негосударственный филиал|188643, Ленинградская область, г. Всеволожск, ул. Шишканя, д. 2|2020 от 18.03.2016 (Бессрочная)|['090303', '380301', '380302', '380304']
167|2305|Казанский филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Российский государственный университет правосудия» (г. Казань)|Республика Татарстан (Татарстан)|г. Казань|Негосударственный филиал|Республика Татарстан, 420088, г. Казань, улица 2-я Азинская, дом 7-а|1127 от 13.11.2014 (Бессрочная)|['210205', '380302', '380404', '400201', '400203', '400301', '400401', '400504']
168|5988|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Петербургский государственный университет путей сообщения Императора Александра I» в г. Орле|Орловская область| г. Орел|Негосударственный филиал|302004, Орловская область, г. Орел, ул. Студенческая, д. 2|2280 от 21.07.2016 (Бессрочная)|['090202', '110206', '230201', '270203']
169|2232|Красноярский филиал Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»|Красноярский край|г. Красноярск|Негосударственный филиал|660017, г. Красноярск, ул. Марковского, д. 81|1885 от 14.01.2016 (Бессрочная)|['380301']
170|1954|федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский национальный исследовательский технический университет им. А.Н. Туполева-КАИ»|Республика Татарстан (Татарстан)|г. Казань|Государственный головной ВУЗ|420111, Республика Татарстан, г. Казань, ул. Карла Маркса, д. 10|2096 от 20.04.2016 (Бессрочная)|['010302', '010402', '010601', '030601', '090201', '090202', '090203', '090204', '090301', '090302', '090303', '090304', '090401', '090402', '090601', '100203', '100301', '100502', '110301', '110302', '110303', '110304', '110401', '110402', '110403', '110404', '110501', '110601', '120301', '120302', '120304', '120305', '120401', '120402', '120405', '120601', '130301', '130302', '130303', '130401', '130402', '130601', '150301', '150305', '150405', '150601', '160301', '160401', '200301', '200401', '200601', '220301', '220401', '230203', '230205', '230302', '230303', '230402', '240302', '240304', '240305', '240404', '240405', '240502', '240507', '240601', '250301', '250503', '260302', '270207', '270301', '270302', '270304', '270305', '270404', '270406', '270601', '280302', '280403', '380201', '380301', '380302', '380303', '380306', '380401', '390601']
171|8054|федеральное государственное бюджетное образовательное учреждение среднего профессионального образования «Верхнеозерский сельскохозяйственный техникум»|Воронежская область||Государственный головной ВУЗ|ул. Мичурина, д. 3, п. Верхнеозерский, Таловский район, Воронежская область, 397462|2351 от 20.12.2011 (Бессрочная)|['080110', '111201', '230103']
172|173|государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный институт искусств им. Л. и М. Ростроповичей»|Оренбургская область|г. Оренбург|Государственный головной ВУЗ|460014, г. Оренбург, ул. Советская, д. 17|1841 от 24.12.2015 (Бессрочная)|['500601', '510306', '520501', '530202', '530203', '530204', '530205', '530206', '530207', '530302', '530303', '530304', '530305']
173|927|федеральное государственное бюджетное образовательное учреждение высшего образования «Тверская государственная сельскохозяйственная академия»|Тверская область|г. Тверь|Негосударственный головной ВУЗ|170904, Тверская область, г. Тверь, ул. Маршала Василевского (Сахарово), д. 7|2282 от 21.07.2016 (Бессрочная)|['060601', '060601', '190301', '230301', '230301', '230303', '230303', '230501', '230501', '350301', '350302', '350303', '350303', '350304', '350304', '350306', '350306', '350307', '350307', '350403', '350404', '350406', '350601', '350601', '350604', '350604', '360301', '360302', '360302', '360402', '360501', '360601', '360601', '380301', '380301', '380302', '380302', '380307', '380307']
174|9909|Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт общей патологии и патофизиологии»|г. Москва|г. Москва|Негосударственный головной ВУЗ|125315, г. Москва, ул. Балтийская, д. 8|1275 от 11.02.2015 (Бессрочная)|['300601']
175|1158|Балаковский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»|Саратовская область| г. Балаково|Негосударственный филиал|413865, Саратовская область, г. Балаково, ул. Чапаева, д. 107|2787 от 07.12.2018 (Бессрочная)|['090303', '380301', '380302', '380304', '400301', '460302']
176|12529|"Государственное бюджетное учреждение города Москвы ""Научно-исследовательский институт организации здравоохранения и медицинского менеджмента Департамента здравоохранения города Москвы"""|г. Москва||Государственный головной ВУЗ||2868 от 13.11.2019 (Бессрочная)|['310871']
177|2570|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Ростовский государственный экономический университет (РИНХ)» в г. Кисловодске Ставропольского края|Ставропольский край|г. Кисловодск|Негосударственный филиал|357700, Ставропольский край, г. Кисловодск, пр. Дзержинского, д. 22/24|1804 от 08.12.2015 (Бессрочная)|['090203', '090303', '380201', '380301', '400301']
178|2252|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Дагестанский государственный технический университет» в г. Дербенте|Республика Дагестан|г. Дербент|Негосударственный филиал|368608, Республика Дагестан, г. Дербент, ул. Х. Тагиева, д. 35|1623 от 27.08.2015 (Бессрочная)|['080105', '080108', '080108', '080301', '080301', '080100', '080504', '080801', '090301', '090303', '090303', '090304', '090304', '150105', '150105', '190117', '190117', '190702', '230108', '230108', '230301', '230301', '230303', '230504', '380301', '380301', '380302', '380304', '380304', '190117', '190117', '230108', '230108', '230301', '230301', '230303', '230504', '380301', '380301', '380302', '380304', '380304']
179|1189|Пермский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»|Пермский край|г. Пермь|Негосударственный филиал|614990, г. Пермь, бульвар Гагарина, д.10|2787 от 07.12.2018 (Бессрочная)|['380301', '380302', '380304', '400301']
180|719|федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Московский институт электронной техники»|г. Москва|г. Москва|Государственный головной ВУЗ|124498, г. Москва, г. Зеленоград, площадь Шокина, д. 1|1412 от 28.04.2015 (Бессрочная)|['010304', '010404', '030601', '040601', '090301', '090303', '090304', '090401', '090403', '090404', '090601', '100301', '100401', '110301', '110302', '110303', '110304', '110401', '110402', '110403', '110404', '110601', '120304', '120404', '120601', '200301', '200401', '220301', '220401', '270302', '270304', '270402', '270404', '270601', '280303', '280403', '380302', '380402', '380601', '400501', '450302', '450402', '470601', '540301', '540401']
181|8116|Федеральное бюджетное учреждение науки «Центральный научно-исследовательский институт эпидемиологии» Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека|г. Москва|г. Москва|Негосударственный головной ВУЗ|111123, г. Москва, ул. Новогиреевская, д. 3а|1591 от 03.08.2011 (Бессрочная)|['310601', '310835', '320601', '320812']
182|376|Частное образовательное учреждение высшего образования «Западно-Уральский институт экономики и права»|Пермский край|г. Пермь|Негосударственный головной ВУЗ|614000, г. Пермь, ул. Сибирская, д. 35, литер Д|2142 от 20.06.2016 (Бессрочная)|['030500', '030501', '080105', '080107', '080500', '080505', '080507']
183|2414|Курский институт кооперации (филиал) Автономной некоммерческой организации высшего образования «Белгородский университет кооперации, экономики и права»|Курская область|г. Курск|Негосударственный филиал|305004, г. Курск, ул. Радищева, 116|1617 от 24.08.2015 (Бессрочная)|['190210', '190304', '380201', '380204', '380205', '380301', '380302', '380306', '380307', '400201']
184|892|федеральное государственное бюджетное образовательное учреждение высшего образования «Российский химико-технологический университет имени Д.И. Менделеева»|г. Москва|г. Москва|Негосударственный головной ВУЗ|125047, г. Москва, Миусская пл., д. 9|1930 от 08.02.2016 (Бессрочная)|['040301', '040401', '040501', '040601', '050306', '050406', '050601', '060601', '090301', '090302', '090402', '090601', '110601', '150302', '180301', '180302', '180401', '180402', '180501', '180502', '180601', '190301', '190401', '190601', '200301', '200401', '200601', '220301', '220401', '270301', '270401', '270406', '280302', '280303', '280403', '280601', '290304', '380302', '380402', '380404', '450302', '450402']
185|3147|Негосударственное образовательное учреждение высшего профессионального образования Институт современного права и экономики|г. Москва| г. Москва|Негосударственный головной ВУЗ|ул. Ивантеевская, д. 7/20, г. Москва, г. Москва, 107150|0265 от 15.08.2012 (Бессрочная)|['030500', '030501', '080100', '080105', '080109', '080500', '080507']
186|2352|Сыктывкарский филиал автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации «Российский университет кооперации»|Республика Коми|г. Сыктывкар|Негосударственный филиал|167016, Республика Коми, г. Сыктывкар, ул. Старовского, д. 51а|1023 от 16.06.2014 (Бессрочная)|['080100', '080105', '080105', '080105', '080109', '080109', '080109', '080111', '080200', '080301', '080500', '080507', '080507', '080801', '080801', '080801', '080801', '100100', '100101', '100101', '100700', '230700']
187|12287|Федеральное государственное образовательное учреждение среднего профессионального образования «Санкт-Петербургский государственный колледж физической культуры и спорта, экономики и технологии»|г. Санкт-Петербург| г. Санкт-Петербург|Государственный головной ВУЗ|набережная Обводного канала, д. 7, г. Санкт-Петербург, 193167|1973 от 13.10.2011 (Бессрочная)|['050720', '050720', '080110', '080110', '080302', '080302', '080501', '080501', '150203', '270103']
188|8538|федеральное государственное образовательное учреждение среднего профессионального образования «Государственный музыкальный колледж эстрадного и джазового искусства»|г. Москва|г. Москва|Государственный головной ВУЗ|119017, г. Москва, ул. Большая Ордынка, д. 27/6|035775 от 22.12.2014 (Бессрочная)|['070109']
189|112|Аккредитованное образовательное учреждение высшего образования «Московский университет государственного управления»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Россия, 117447, г. Москва, ул. Большая Черемушкинская, д. 17 А, стр. 6|0966 от 08.04.2014 (Бессрочная)|['030500', '030501', '030504', '030900', '051310', '070600', '070601', '080012', '080100', '080100', '080114', '080504', '080507', '080800', '090201', '090202', '090203', '090301', '090303', '090304', '090601', '120001', '130001', '190001', '230105', '370301', '370401', '370601', '380201', '380301', '380302', '380304', '380306', '380401', '380402', '380404', '380501', '380601', '390201', '390201', '400201', '400301', '400401', '400501', '400601', '410304', '410404', '410405', '420201', '420301', '440601', '450302', '450501', '540301']
190|1801|Домодедовский филиал Автономной некоммерческой организации высшего образования «Российский новый университет»|Московская область| г. Домодедово|Негосударственный филиал|142003, Московская область, г. Домодедово, ул. Талалихина, д. 6|2120 от 28.04.2016 (Бессрочная)|['380201', '380201', '380201', '380301', '380301', '380301', '400201', '400201', '400201', '400301', '400301', '400301', '430211', '430211', '430211']
191|1092|Частное образовательное учреждение высшего образования «Институт социальных и гуманитарных знаний»|Республика Татарстан (Татарстан)|г. Казань|Негосударственный головной ВУЗ|420111, Республика Татарстан, г. Казань, ул. Профсоюзная, д. 13/16|2303 от 04.08.2016 (Бессрочная)|['030500', '030501', '030504', '031202', '080105', '080109', '080110', '080500', '080501', '080504', '080507']
192|7862|федеральное государственное унитарное предприятие «Центральный ордена Трудового Красного Знамени научно-исследовательский автомобильный и автомоторный институт «НАМИ»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 125438, г. Москва, ул. Автомоторная, д. 2|0779 от 25.06.2013 (Бессрочная)|['130601', '150601']
193|1621|Чайковский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Ижевский государственный технический университет имени М.Т. Калашникова»|Пермский край|г. Чайковский|Негосударственный филиал|617766, Пермский край, г. Чайковский, ул. Декабристов, д. 23, корп. 6|2244 от 30.06.2016 (Бессрочная)|['080301', '090301', '230303', '380301', '380302']
194|186|федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Западный государственный медицинский университет имени И.И. Мечникова» Министерства здравоохранения Российской Федерации|г. Санкт-Петербург|г. Санкт-Петербург|Государственный головной ВУЗ|191015, г. Санкт-Петербург, Кирочная улица, дом 41|1999 от 15.03.2016 (Бессрочная)|['060601', '300601', '310501', '310503', '310601', '310801', '310802', '310804', '310805', '310807', '310809', '310810', '310811', '310812', '310813', '310815', '310816', '310818', '310819', '310820', '310821', '310822', '310826', '310828', '310829', '310830', '310831', '310832', '310834', '310835', '310836', '310837', '310839', '310842', '310843', '310844', '310845', '310846', '310848', '310849', '310850', '310851', '310852', '310853', '310854', '310855', '310856', '310857', '310858', '310859', '310860', '310861', '310862', '310863', '310865', '310866', '310867', '310868', '310869', '310870', '310871', '310872', '310873', '310874', '310875', '310876', '310877', '320401', '320501', '320601', '320801', '320802', '320803', '320804', '320806', '320807', '320809', '320811', '320812', '320814', '340301']
195|149|Государственное бюджетное образовательное учреждение высшего образования «Московская академия рынка труда и информационных технологий»|г. Москва| г. Москва|Государственный головной ВУЗ|ул. Молодогвардейская, дом 46, к. 1, г. Москва, 121351|1064 от 28.07.2014 (Бессрочная)|['080100', '080200', '080400', '230700']
196|1441|Смоленский казачий институт промышленных технологий и бизнеса (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»|Смоленская область|г. Вязьма|Негосударственный филиал|215100, Смоленская область, г. Вязьма, ул. Ленина, д. 77|1125 от 10.11.2014 (Бессрочная)|['090301', '150304', '190304', '380301']
197|7863|Филиал федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Всероссийский заочный финансово-экономический институт» в г. Туле|Тульская область||Государственный филиал|Оружейная, 1а, Тула, Тульская область, 300012|2102 от 24.10.2011 (Бессрочная)|['080105', '080109', '080111', '080504', '080507']
198|1928|филиал федерального государственного автономного образовательного учреждения высшего образования «Северный (Арктический) федеральный университет имени М.В. Ломоносова» в г. Северодвинске Архангельской области|Архангельская область|г. Северодвинск|Негосударственный филиал|164500, г. Северодвинск Архангельской области, ул. Капитана Воронина, д. 6|2047 от 31.03.2016 (Бессрочная)|['080201', '090301', '130601', '140302', '150208', '150301', '150305', '150405', '150601', '220206', '230203', '230302', '230501', '260202', '260204', '260206', '260302', '260402', '260601', '270304', '380301', '380302', '380402', '400301', '440301', '440302', '440305', '440401', '440402', '450601']
199|1417|федеральное государственное бюджетное образовательное учреждение высшего образования «Братский государственный университет»|Иркутская область|г. Братск|Государственный головной ВУЗ|665709, Иркутская область, г. Братск, ул. Макаренко, д. 40|2025 от 24.03.2016 (Бессрочная)|['010302', '050306', '050406', '080201', '080301', '080401', '080601', '090203', '090204', '090302', '090303', '090402', '090601', '110302', '130202', '130211', '130301', '130302', '130401', '130402', '130601', '150201', '150207', '150302', '150305', '150402', '150405', '150601', '180201', '230302', '230303', '230402', '230501', '270304', '270305', '270404', '350202', '350203', '350301', '350302', '350310', '350401', '350402', '350409', '350602', '350604', '380201', '380301', '380302', '380303', '380402', '400201', '440201', '440301', '440302', '440401', '440501', '460601']
200|5470|Якутский финансово-экономический колледж - филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый университет при Правительстве Российской Федерации»|Республика Саха (Якутия)|г. Якутск|Негосударственный филиал|677013, Республика Саха (Якутия), г. Якутск, ул. Ойунского, д. 24|1495 от 09.06.2015 (Бессрочная)|['080106', '080106', '080110']
201|10080|Автономная некоммерческая организация высшего образования «Северо-Кавказский социальный институт»|Ставропольский край| город Ставрополь|Негосударственный головной ВУЗ|355012, Российская Федерация, Ставропольский край, город Ставрополь, улица Голенева, 59 А|2048 от 01.04.2016 (Бессрочная)|['090202', '090203', '090205', '090302', '090303', '090402', '090403', '370301', '370401', '370601', '380201', '380204', '380207', '380301', '380302']
202|172|федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный медицинский университет» Министерства здравоохранения Российской Федерации|Оренбургская область|г. Оренбург|Негосударственный головной ВУЗ|460000, Оренбургская область, город Оренбург, ул. Советская, 6|2365 от 02.09.2016 (Бессрочная)|['060601', '300601', '310501', '310502', '310503', '310601', '310801', '310802', '310807', '310808', '310809', '310810', '310816', '310818', '310819', '310820', '310822', '310826', '310832', '310835', '310836', '310837', '310839', '310842', '310849', '310851', '310853', '310854', '310857', '310858', '310859', '310866', '310867', '310868', '310869', '310873', '310874', '310875', '310876', '310877', '320501', '320601', '320807', '320811', '320812', '330501', '340301', '370501']
203|739|федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет промышленных технологий и дизайна»|г. Санкт-Петербург|г. Санкт-Петербург|Государственный головной ВУЗ|191186, г. Санкт-Петербург, ул. Большая Морская, д. 18|2049 от 31.03.2016 (Бессрочная)|['010302', '040601', '090301', '090302', '090303', '090402', '090403', '090601', '100301', '130301', '130302', '130401', '130601', '150302', '150304', '150402', '150404', '150601', '180301', '180302', '180401', '180402', '180601', '190601', '200301', '200401', '220601', '270301', '270304', '270601', '290201', '290204', '290301', '290302', '290303', '290304', '290305', '290401', '290402', '290403', '290405', '290601', '350604', '380201', '380202', '380204', '380206', '380301', '380302', '380306', '380307', '380401', '380402', '380601', '390302', '390303', '390403', '420201', '420301', '420302', '420303', '420401', '420402', '420403', '420601', '430203', '430211', '430302', '440304', '450601', '460302', '500304', '500403', '500601', '540201', '540204', '540301', '540302', '540303', '540401', '540402', '540501', '540503']
204|10166|Федеральное государственное образовательное учреждение среднего профессионального образования «Астраханский государственный колледж профессиональных технологий»|Астраханская область|г. Астрахань|Негосударственный головной ВУЗ|414011, Астраханская область, г. Астрахань, ул. Туапсинская, д. 34|0821 от 03.03.2011 (Бессрочная)|['030503', '030503', '030504', '050201', '050401', '050501', '050711', '080107', '080110', '080501', '100108', '100108', '100109', '180102']
205|6981|федеральное государственное казенное профессиональное образовательное учреждение «Московское военно-музыкальное училище имени генерал-лейтенанта В.М.Халилова» Министерства обороны Российской Федерации|Московская область|пос. Мосрентген|Негосударственный головной ВУЗ|108820, г. Москва, поселок Мосрентген, поселение Завода Мосрентген, улица Героя России Соломатина|2639 от 18.09.2017 (Бессрочная)|['530203']
206|1646|Уральский филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый университет при Правительстве Российской Федерации»|Челябинская область|г. Челябинск|Негосударственный филиал|454084, г. Челябинск, ул. Работниц, д. 58|1495 от 09.06.2015 (Бессрочная)|['080100', '080105', '080109', '080500', '080504', '080507', '380301', '380301', '380301', '380302', '380302', '380302', '380304', '380304', '380304', '380305', '380305', '380401', '380401', '380401', '380401', '380402', '380402', '380402', '380402']
207|789|федеральное государственное бюджетное образовательное учреждение высшего образования «Гжельский государственный университет»|Московская область|пос. Электроизолятор|Государственный головной ВУЗ|140155, Московская область, Раменский район, поселок Электроизолятор, д. 67|1570 от 23.07.2015 (Бессрочная)|['080201', '090207', '180205', '380201', '380301', '380302', '380303', '380304', '380305', '380401', '380404', '380408', '380601', '400201', '430210', '430211', '430214', '430302', '430402', '440301', '440302', '440401', '440402', '440601', '490201', '500601', '510201', '510202', '510302', '510303', '510402', '510403', '540201', '540202', '540205', '540207', '540301', '540302', '540401', '540402', '540504', '540505']
208|1389|федеральное государственное бюджетное образовательное учреждение высшего образования «Глазовский государственный педагогический институт имени В.Г. Короленко»|Удмуртская Республика|г. Глазов|Государственный головной ВУЗ|427621, Удмуртская Республика, г. Глазов, ул. Первомайская, 25|2366 от 06.09.2016 (Бессрочная)|['020303', '020303', '090203', '090203', '440301', '440301', '440302', '440302', '440303', '440303', '440305', '440305', '440401', '440401', '440402', '440403', '440601', '440601']
209|2246|Негосударственное образовательное учреждение высшего образования Московский технологический институт|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 117292, г. Москва, ул. Кедрова, д. 8, корпус 2|1042 от 30.06.2014 (Бессрочная)|['030912', '031601', '080301', '080100', '080100', '080114', '080200', '080500', '090202', '090204', '090205', '090301', '090401', '090905', '100201', '100202', '100401', '130301', '130302', '130402', '140200', '140200', '140400', '190302', '190303', '200301', '220200', '230100', '230100', '230701', '260100', '270304', '270100', '280200', '380201', '380202', '380204', '380205', '380207', '380301', '380302', '380401', '380402', '400201', '420201', '430210', '430211']
