|id|Название|Регион:|Населённый пункт:|Форма собственности:|Адрес:|Лицензия: №|specialization
145|454|Негосударственное образовательное учреждение высшего профессионального образования «Московский финансово-правовой институт»|г. Москва| г.Москва|Негосударственный головной ВУЗ|ул. Летчика Бабушкина, д. 6 стр. 2, г.Москва, 129344|1047 от 04.04.2011 (Бессрочная)|['030501', '080100', '080105', '080107', '080109', '080503', '080507']
146|2835|Волжский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Поволжский государственный технологический университет»|Республика Марий Эл|г. Волжск|Негосударственный филиал|425000, Республика Марий Эл, г. Волжск, ул. Ленина, д. 39|2253 от 29.06.2016 (Бессрочная)|['080208', '080209', '090204', '150201', '150212', '230203', '350204']
147|5380|Троицкий авиационный технический колледж - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный технический университет гражданской авиации» (МГТУ ГА)|Челябинская область|г. Троицк|Негосударственный филиал|457100, Челябинская область, г. Троицк, улица Гагарина, д. 1|2131 от 13.05.2016 (Бессрочная)|['090203', '230203', '250201', '250203', '380201']
148|7856|Федеральное государственное образовательное учреждение среднего профессионального образования «Тамбовский политехнический техникум»|Тамбовская область|г. Тамбов|Государственный головной ВУЗ|ул. Советская, д. 193, г. Тамбов, Тамбовская область, 392000|1568 от 25.07.2011 (Бессрочная)|['100108', '151001', '190604', '190701']
149|1273|Ростовский филиал государственного казенного образовательного учреждения высшего образования «Российская таможенная академия»|Ростовская область|г. Ростов-на-Дону|Государственный филиал|Российская Федерация, 344002, г. Ростов-на-Дону, проспект Буденновский, 20|1653 от 15.09.2015 (Бессрочная)|['090303', '380301', '380302', '380401', '380502', '400301', '400401']
150|408|Негосударственное образовательное учреждение высшего профессионального образования «Институт экономики и финансов»|г. Санкт-Петербург| г. Санкт-Петербург|Негосударственный головной ВУЗ|ул. Танкиста Хрустицкого, д. 94, лит. А, г. Санкт-Петербург, 198217|2057 от 24.10.2011 (Бессрочная)|['080102', '080105', '080109', '080111', '080507']
151|2134|Стерлитамакский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Башкирский государственный университет»|Республика Башкортостан|г. Стерлитамак|Негосударственный филиал|453103, Республика Башкортостан, г. Стерлитамак, проспект Ленина, д. 49|1964 от 26.02.2016 (Бессрочная)|['010302', '010402', '020303', '030302', '030402', '030601', '040301', '040401', '060301', '060401', '090207', '090303', '090601', '150210', '180301', '200301', '250208', '370601', '380201', '380206', '380207', '380301', '380303', '380304', '380401', '380501', '400201', '400203', '400301', '400401', '430211', '440202', '440301', '440302', '440304', '440305', '440401', '440402', '440601', '450601', '460301', '480301', '490301', '490302']
152|2298|Приморский институт железнодорожного транспорта – филиал федерального государственного бюджетного образовательного учреждения высшего образования «Дальневосточный государственный университет путей сообщения» в г. Уссурийске|Приморский край|г. Уссурийск|Негосударственный филиал|692522, Приморский край, г. Уссурийск, ул. Пушкина, д. 166|2001 от 16.03.2016 (Бессрочная)|['080201', '080210', '080301', '230201', '230206', '230503', '230504', '230506', '270203']
153|11903|федеральное государственное унитарное предприятие «Московское опытно-конструкторское бюро «Марс»|г. Москва|г. Москва|Негосударственный головной ВУЗ|127473, Россия, г. Москва, 1-й Щемиловский пер., дом 16|0540 от 20.02.2013 (Бессрочная)|['270601']
154|741|федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет геосистем и технологий»|Новосибирская область|г. Новосибирск|Государственный головной ВУЗ|630108, г. Новосибирск, ул. Плахотного, д. 10|1323 от 17.03.2015 (Бессрочная)|['050201', '050303', '050306', '050601', '090204', '090302', '090402', '100301', '120301', '120302', '120402', '120601', '170501', '200301', '210204', '210207', '210208', '210302', '210303', '210402', '210403', '210501', '210504', '210602', '270301', '270305', '270406', '270601', '380301', '380302', '380601']
155|1463|Челябинский институт путей сообщения - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Уральский государственный университет путей сообщения»|Челябинская область|г. Челябинск|Негосударственный филиал|454091, Челябинская область, город Челябинск, улица Цвиллинга, д. 56|2055 от 31.03.2016 (Бессрочная)|['080210', '130207', '230201', '230206', '230503', '230504', '230505', '230506', '270203']
156|12381|Федеральное государственное образовательное учреждение среднего профессионального образования «Екатеринбургский экономико-технологический колледж»|Свердловская область| г. Екатеринбург|Государственный головной ВУЗ|ул. Декабристов, д. 58, г. Екатеринбург, Свердловская область, 620144|0957 от 21.03.2011 (Бессрочная)|['080110', '080110', '080110', '080402', '080501', '080501']
157|9867|Федеральное государственное бюджетное учреждение науки Институт физики прочности и материаловедения Сибирского отделения Российской академии наук|Томская область|г. Томск|Негосударственный головной ВУЗ|Россия, 634021, г. Томск, проспект Академический, 2/4|2656 от 05.04.2012 (Бессрочная)|['010601', '030601', '090601', '220601']
158|1422|федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный педагогический университет им. В.П. Астафьева»|Красноярский край|г. Красноярск|Негосударственный головной ВУЗ|660049, Красноярский край, г. Красноярск, ул. Ады Лебедевой, д. 89|1878 от 18.01.2016 (Бессрочная)|['040601', '050601', '060601', '370301', '370401', '370601', '380302', '390302', '390303', '410304', '440301', '440302', '440303', '440305', '440401', '440402', '440403', '440601', '450302', '450601', '460601', '470601', '490301', '490401', '490601']
159|6499|федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр трансплантологии и искусственных органов имени академика В.И. Шумакова» Министерства здравоохранения Российской Федерации|г. Москва|г. Москва|Государственный головной ВУЗ|123182, Российская Федерация, г. Москва, ул. Щукинская, д. 1|2643 от 21.09.2017 (Бессрочная)|['310601', '310802', '310805', '310812', '310836', '310843', '310863', '310867']
160|8418|Федеральное государственное бюджетное учреждение науки Институт природных ресурсов, экологии и криологии Сибирского отделения Российской академии наук|Забайкальский край|г. Чита|Негосударственный головной ВУЗ|672014, Забайкальский край, г. Чита, ул. Недорезова, 16а|1621 от 28.08.2015 (Бессрочная)|['050601']
161|448|Негосударственное образовательное учреждение высшего профессионального образования «Московский налоговый институт»|г. Москва| г. Москва|Негосударственный головной ВУЗ|ул. 3-я Хорошевская, д. 2, стр. 1, г. Москва, 123308|0930 от 28.03.2011 (Бессрочная)|['030501', '080105', '080107', '080109', '080507']
162|10621|Федеральное государственное бюджетное образовательное учреждение дополнительного профессионального образования «Академия медиаиндустрии»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 127521, г. Москва, ул. Октябрьская, 105, корп. 2|0262 от 01.08.2012 (Бессрочная)|['450601', '500601']
163|1351|федеральное государственное бюджетное образовательное учреждение высшего образования «Магнитогорский государственный технический университет им. Г.И. Носова»|Челябинская область|г. Магнитогорск|Негосударственный головной ВУЗ|455000, Челябинская область, г. Магнитогорск, проспект Ленина, д. 38|2277 от 19.07.2016 (Бессрочная)|['010302', '010302', '010402', '010402', '010601', '010601', '030302', '030302', '030402', '030402', '030601', '030601', '050601', '070301', '070301', '070303', '070303', '080201', '080201', '080209', '080209', '080301', '080301', '080401', '080401', '080501', '080501', '080601', '080601', '090201', '090201', '090203', '090203', '090207', '090301', '090301', '090303', '090303', '090401', '090401', '090403', '090403', '090601', '090601', '100503', '100503', '110304', '110304', '110404', '110404', '120301', '120301', '130211', '130211', '130301', '130301', '130302', '130302', '130401', '130401', '130402', '130402', '130601', '130601', '150201', '150201', '150203', '150203', '150207', '150207', '150212', '150214', '150301', '150301', '150302', '150302', '150305', '150305', '150306', '150306', '150401', '150401', '150402', '150402', '150405', '150405', '150406', '150406', '150501', '150501', '150601', '150601', '180301', '180301', '180401', '180401', '190210', '190210', '190302', '190302', '190303', '200301', '200301', '200302', '200401', '200601', '200601', '210205', '210205', '210504', '210504', '210601', '210601', '220201', '220201', '220205', '220205', '220301', '220301', '220302', '220302', '220402', '220402', '220601', '220601', '230203', '230203', '230204', '230204', '230207', '230301', '230301', '230302', '230302', '230303', '230303', '230401', '230401', '230402', '230402', '230403', '230403', '230501', '230501', '230504', '230504', '230601', '230601', '270301', '270301', '270304', '270304', '270401', '270401', '270404', '270404', '270601', '270601', '280303', '290303', '290303', '290304', '290304', '290305', '290305', '370301', '370301', '370302', '370502', '370502', '380201', '380201', '380204', '380205', '380301', '380301', '380302', '380302', '380303', '380303', '380304', '380304', '380305', '380305', '380306', '380307', '380401', '380401', '380402', '380402', '380403', '380403', '380405', '380601', '380601', '390301', '390301', '390302', '390302', '390402', '390402', '410306', '410306', '420301', '420302', '420302', '430201', '430202', '430211', '430215', '430301', '430302', '440206', '440206', '440301', '440301', '440302', '440302', '440303', '440303', '440305', '440305', '440401', '440401', '440402', '440402', '440403', '440501', '440501', '440601', '440601', '450301', '450301', '450302', '450302', '450401', '450401', '450402', '450402', '450501', '450501', '450601', '450601', '460201', '460201', '460301', '460302', '460302', '460401', '460401', '460601', '460601', '470301', '470401', '470401', '470601', '470601', '490301', '490301', '510301', '510401', '510401', '540301', '540301', '540302', '540302', '540401', '540401', '540402', '540402']
164|1961|Филиал (г. Анапа) негосударственного образовательного частного учреждения высшего профессионального образования «Академический правовой институт»|Краснодарский край| город-курорт Анапа|Негосударственный филиал|353410, Краснодарский край, город-курорт Анапа, Анапское шоссе, 89 а, 2 этаж|0819 от 01.08.2013 (Бессрочная)|['030501']
165|5408|Частная образовательная автономная некоммерческая организация высшего образования «Омский региональный институт»|Омская область| г. Омск|Негосударственный головной ВУЗ|Россия, 644024, г. Омск, ул. Ленина, д.20|1439 от 08.05.2015 (Бессрочная)|['380301', '380302']
166|9734|негосударственное образовательное учреждение высшего профессионального образования «Институт экономики и финансов «Синергия»|г. Москва| г. Москва|Негосударственный головной ВУЗ|ул Мещанская 9/14 стр 1, г. Москва, г. Москва, 129090|0841 от 09.03.2011 (Бессрочная)|['080100', '080111', '080500', '080500', '080507']
167|11801|государственное образовательное учреждение среднего профессионального образования «Каменск-Уральский политехнический колледж»|Свердловская область| г. Каменск-Уральский|Государственный головной ВУЗ|ул. Алюминиевая, д. 60, г. Каменск-Уральский, Свердловская область, 623408|2161 от 17.11.2011 (Бессрочная)|['080110', '140613', '150102', '150102', '150106', '150411', '150411', '230103']
168|706|Уфимский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»|Республика Башкортостан| г. Уфа|Негосударственный филиал|450080, Республика Башкортостан, г. Уфа, ул. Менделеева, д. 177/3|1789 от 30.11.2015 (Бессрочная)|['090303', '190304', '380301', '380302', '380306', '380307', '380601', '400301', '430302', '430303']
169|2310|Уральский филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Российский государственный университет правосудия» (г. Челябинск)|Челябинская область|г. Челябинск|Негосударственный филиал|454084, г. Челябинск, проспект Победы, дом 160|1127 от 13.11.2014 (Бессрочная)|['400201', '400203', '400301', '400401', '400504']
170|5638|Ступинский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский авиационный институт (национальный исследовательский университет)»|Московская область| г. Ступино|Негосударственный филиал|142800, г. Ступино, Московская область, ул. Пристанционная, д. 4|1961 от 18.02.2016 (Бессрочная)|['090301', '150304', '220301', '240305', '380302']
171|9941|филиал федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Московский государственный университет приборостроения и информатики» в г. Чехове|Московская область| г. Чехов|Государственный филиал|ул. Молодежная, д. 1, г. Чехов, Московская область, 142300|2120 от 02.11.2011 (Бессрочная)|['080109', '080111', '080111', '080111', '230101', '230101', '230101']
172|10816|федеральное государственное образовательное учреждение среднего профессионального образования «Кинешемский химико-технологический техникум»|Ивановская область|г. Кинешма|Негосударственный головной ВУЗ|155800, Ивановская область, г. Кинешма, ул. Крупской, дом 10/47|1876 от 30.06.2009 (Бессрочная)|['140102', '150411', '151001', '240308', '240401']
173|1436|Самарский казачий институт индустрии питания и бизнеса (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»|Самарская область|г. Самара|Негосударственный филиал|443058, Самарская область, г. Самара, Советский р-н, ул. Физкультурная, д. 90|1125 от 10.11.2014 (Бессрочная)|['080100', '080100', '080200', '080200', '080401', '080401', '080502', '080502', '080502', '080502', '080502', '080503', '080503', '151000', '151000', '260100', '260100', '260200', '260200', '260201', '260201', '260201', '260201', '260202', '260202', '260204', '260204', '260204', '260501', '260501', '260501', '260601', '260601', '260601', '260800', '260800']
174|2669|Филиал Частного образовательного учреждения высшего образования «Московский университет имени С.Ю. Витте» в г. Краснодаре|Краснодарский край|г. Краснодар|Негосударственный филиал|350062, Краснодарский край, город Краснодар, улица им. Атарбекова, дом 35|0984 от 21.04.2014 (Бессрочная)|['080100', '080200', '080507', '380301', '380302']
175|7239|Федеральное бюджетное учреждение науки «Государственный научный центр вирусологии и биотехнологии «Вектор» Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека|Новосибирская область||Негосударственный головной ВУЗ|630559, Новосибирская область, рабочий посёлок Кольцово|2705 от 24.01.2018 (Бессрочная)|['060601']
176|2561|Частное образовательное учреждение высшего образования «Вятский социально-экономический институт»|Кировская область|г. Киров|Негосударственный головной ВУЗ|610002, Кировская область, г. Киров, улица Казанская, дом 91|1905 от 28.01.2016 (Бессрочная)|['030300', '030500', '030501', '050700', '070600', '080100', '080105', '080107', '080108', '080110', '080500', '080507', '080800', '080801', '230100']
177|5913|Федеральное государственное бюджетное учреждение науки Институт проблем экологии и эволюции им. А.Н. Северцова Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|119071, г. Москва, Ленинский проспект, д. 33|2530 от 05.03.2012 (Бессрочная)|['060601']
178|8392|Автономная некоммерческая организация высшего образования «Автомобильно-транспортный институт»|Воронежская область| г. Воронеж|Негосударственный головной ВУЗ|394036, г. Воронеж, ул. Карла Маркса, д. 43|2053 от 04.04.2016 (Бессрочная)|['230301', '230303', '380301', '510303']
179|1352|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Магнитогорский государственный технический университет им. Г.И. Носова» в г. Белорецке|Республика Башкортостан|г. Белорецк|Негосударственный филиал|453500, Республика Башкортостан, Белорецкий район, г. Белорецк, ул. Косоротова, 6|2277 от 19.07.2016 (Бессрочная)|['130302', '130302', '150301', '150302', '150302', '220302', '220302', '270301', '270301', '440301']
180|1972|Великолукский филиал частного образовательного учреждения высшего образования Современная гуманитарная академия|Псковская область|г. Великие Луки|Негосударственный филиал|182104, Псковская область, г. Великие Луки, ул. Гастелло, д. 21 А|2370 от 06.09.2016 (Бессрочная)|['030300', '030500', '080100', '080500', '230100']
181|11581|государственное унитарное предприятие «Институт проблем транспорта энергоресурсов» Республики Башкортостан (ГУП «ИПТЭР» РБ)|Республика Башкортостан|г. Уфа|Негосударственный головной ВУЗ|450055, г. Уфа, проспект Октября, д. 144/3|0720 от 21.02.2011 (Бессрочная)|['052600']
182|11474|Федеральное государственное бюджетное учреждение «Федеральный научно-клинический центр специализированных видов медицинской помощи и медицинских технологий Федерального медико-биологического агентства»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 115682, город Москва, Ореховый бульвар, дом 28|2793 от 14.12.2018 (Бессрочная)|['310801', '310802', '310809', '310819', '310826', '310836', '310839', '310842', '310849', '310857', '310859', '310867', '310871', '310873', '310874']
183|1094|Частное образовательное учреждение высшего образования «Камский институт искусств и дизайна»|Республика Татарстан (Татарстан)|г. Набережные Челны|Негосударственный головной ВУЗ|423826, Российская Федерация, Республика Татарстан, город Набережные Челны, пр. Чулман, д. 112|1735 от 02.11.2015 (Бессрочная)|['070601', '070603']
184|7718|Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт психического здоровья»|Томская область|г. Томск|Негосударственный головной ВУЗ||1379 от 10.04.2015 (Бессрочная)|['310601', '310820']
185|5163|Уральский колледж прикладного искусства и дизайна (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московская государственная художественно-промышленная академия им. С.Г. Строганова»|Свердловская область|г. Нижний Тагил|Негосударственный филиал|622034, Свердловская область, г. Нижний Тагил, проспект Мира, д. 27|2107 от 25.04.2016 (Бессрочная)|['070602', '070602', '070602', '540201', '540202']
186|2808|Магаданский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)»|Магаданская область|г. Магадан|Негосударственный филиал|685000, г. Магадан, пер. Школьный, д. 3|1936 от 16.02.2016 (Бессрочная)|['400301']
187|7034|Федеральное государственное бюджетное научное учреждение «Всероссийский научно-исследовательский институт табака, махорки и табачных изделий»|Краснодарский край|г. Краснодар|Негосударственный головной ВУЗ|350072, Краснодарский край, г. Краснодар, ул. Московская, д. 42|1314 от 04.03.2015 (Бессрочная)|['190601']
188|11393|Федеральное государственное бюджетное учреждение науки Ордена Трудового Красного Знамени Институт нефтехимического синтеза им. А.В. Топчиева Российской академии наук|г. Москва||Негосударственный головной ВУЗ|Российская Федерация, 119991, ГСП-1, Москва, Ленинский проспект, д. 29|2620 от 22.03.2012 (Бессрочная)|['040601', '180601']
189|9509|Филиал Негосударственного образовательного частного учреждения высшего профессионального образования «Московский социально-гуманитарный институт» в г. Нефтеюганске|Ханты-Мансийский автономный округ - Югра| г. Нефтеюганск|Негосударственный филиал|Пионерская зона ул. Мира 9/3, г. Нефтеюганск, Ханты-Мансийский автономный округ - Югра, 628301|2511 от 05.03.2012 (Бессрочная)|['080100', '080109', '080500', '080504']
190|2431|Дагестанский филиал негосударственного образовательного учреждения высшего профессионального образования «Университет Российской академии образования»|Республика Дагестан||Негосударственный филиал||1547 от 01.07.2015 (Бессрочная)|['030300', '030301', '030501', '030900', '050100', '080100', '080109']
191|5854|Великолукский филиал федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Северо - Западный государственный заочный технический университет»|Псковская область| г. Великие Луки|Государственный филиал|просп. Гагарина, д. 128, г. Великие Луки, Псковская область, 182100|1036 от 29.03.2011 (Бессрочная)|['140602', '151001']
192|385|Негосударственное образовательное учреждение высшего профессионального образования «Институт международных экономических отношений»|Московская область|г. Химки|Негосударственный головной ВУЗ||0848 от 11.09.2013 (Бессрочная)|['080100']
193|9462|федеральное государственное научно-исследовательское учреждение «Институт законодательства и сравнительного правоведения при Правительстве Российской Федерации»|г. Москва|г. Москва|Негосударственный головной ВУЗ|117218, г. Москва, ул. Большая Черемушкинская, д. 34|0813 от 08.08.2013 (Бессрочная)|['400401', '400601']
194|5729|федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр психиатрии и неврологии имени В.М. Бехтерева» Министерства здравоохранения Российской Федерации|г. Санкт-Петербург|г. Санкт-Петербург|Государственный головной ВУЗ|192019, Российская Федерация, г. Санкт-Петербург, ул. Бехтерева, д. 3|2689 от 14.12.2017 (Бессрочная)|['310601', '310820', '310821', '310822', '310842']
195|555|Негосударственное образовательное частное учреждение высшего образования «Московский институт аналитической психологии и психоанализа»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Ленинградский проспект, д. 64 учебный корпус, ауд. 525а, город Москва, 125319, Российская Федерация|1031 от 20.06.2014 (Бессрочная)|['030300', '030301', '080500', '080505']
196|2332|Автономная некоммерческая образовательная организация высшего образования Центросоюза Российской Федерации «Российский университет кооперации»|Московская область|г. Мытищи|Негосударственный головной ВУЗ|141014, Россия, г. Мытищи, Московская область, ул. Веры Волошиной, д.12/30|1023 от 16.06.2014 (Бессрочная)|['090205', '090302', '090303', '190210', '190304', '210205', '370301', '380201', '380203', '380204', '380206', '380207', '380301', '380302', '380304', '380306', '380307', '380401', '380402', '380407', '380408', '380501', '380502', '380601', '400201', '400301', '400601', '420201', '420301', '430211', '430301']
197|1293|Филиал образовательной автономной некоммерческой организации высшего образования «Московский психолого-социальный университет» в г. Уварово Тамбовской области|Тамбовская область||Негосударственный филиал||1478 от 28.05.2015 (Бессрочная)|['030501', '030900', '080100', '080105']
198|1020|федеральное государственное казенное образовательное учреждение высшего образования «Сибирский юридический институт Министерства внутренних дел Российской Федерации»|Красноярский край|г. Красноярск|Государственный головной ВУЗ|660131, Красноярский край, г. Красноярск, ул. Рокоссовского, д. 20|2374 от 12.09.2016 (Бессрочная)|['400202', '400301', '400501', '400502', '400701']
199|11536|Федеральное государственное бюджетное научное учреждение «Северо-Кавказский федеральный научный аграрный центр»|Ставропольский край|г. Михайловск|Государственный головной ВУЗ|356241, Ставропольский край, Шпаковский район, г. Михайловск, ул. Никонова, д. 49|2686 от 12.12.2017 (Бессрочная)|['060601', '350601']
200|820|федеральное государственное бюджетное образовательное учреждение высшего образования «Калининградский государственный технический университет»|Калининградская область|г. Калининград|Негосударственный головной ВУЗ|236022, Калининградская область, г. Калининград, Советский проспект, д. 1|2217 от 24.06.2016 (Бессрочная)|['010601', '030601', '050306', '050406', '050601', '060601', '080301', '080601', '090204', '090301', '090303', '090601', '100503', '110203', '130301', '130302', '130402', '130601', '150201', '150206', '150301', '150302', '150304', '150601', '160303', '190210', '190301', '190303', '190304', '190401', '190402', '190403', '190404', '190601', '200301', '200302', '200402', '200601', '230201', '230203', '230301', '230303', '250503', '260203', '260205', '260206', '260301', '260302', '260402', '260505', '260506', '260507', '260601', '350210', '350211', '350303', '350304', '350308', '350309', '350404', '350407', '350408', '350601', '350604', '360302', '380201', '380301', '380302', '380303', '380306', '380401', '380402', '380403', '380406', '380408', '380501', '380601']
201|7661|Федеральное государственное бюджетное учреждение «Государственный океанографический институт имени Н.Н. Зубова»|г. Москва|г. Москва|Негосударственный головной ВУЗ|119034, г. Москва, Кропоткинский пер., дом 6|1874 от 29.09.2011 (Бессрочная)|['050601']
202|1760|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский государственный социальный университет» в г. Дедовске Московской области|Московская область|г. Дедовск|Негосударственный филиал|143530, Московская область, Истринский район, г. Дедовск, ул. Гагарина, д. 16|2017 от 21.03.2016 (Бессрочная)|['022100', '030301', '030301', '030501', '032401', '040101', '050306', '050306', '050202', '060400', '060400', '080105', '080504', '080504', '080507', '350500', '370301', '370301', '380201', '380301', '380301', '380302', '380302', '380304', '380304', '380306', '380306', '390302', '390302', '400201', '400201', '400301', '400301', '420201', '420201', '420301', '420301', '440301', '440301']
203|2750|Энгельсский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Саратовский государственный технический университет имени Гагарина Ю.А.»|Саратовская область|г. Энгельс|Негосударственный филиал|413100, Саратовская область, г. Энгельс, площадь Свободы, д. 17|1766 от 13.11.2015 (Бессрочная)|['020403', '090301', '150201', '150301', '150302', '150305', '180301', '180302', '180401', '200301', '210301', '220301', '270402', '290301', '290305', '380203', '380302', '380305']
204|7771|Федеральное государственное бюджетное учреждение науки Ордена Дружбы народов Институт этнологии и антропологии им. Н.Н. Миклухо-Маклая Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 119991, г. Москва, Ленинский проспект, д. 32А|0071 от 29.05.2012 (Бессрочная)|['460601']
205|10201|Негосударственное образовательное частное учреждение высшего профессионального образования «Институт гуманитарного образования и информационных технологий»|г. Москва| г. Москва|Негосударственный головной ВУЗ|ул. Верхняя Первомайская, д. 53, г. Москва, 105264|1376 от 09.06.2011 (Бессрочная)|['030300', '030301', '030500', '030501', '030600', '030601', '030602', '031100', '031201', '031202', '035002', '050303', '070200', '070201', '080005', '080100', '080109', '080500', '080502', '080507', '080800', '080801', '100204', '120003', '120008', '190003', '080005', '100204', '120003', '120008', '190003']
206|915|федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Восточный государственный университет»|Магаданская область|г. Магадан|Государственный головной ВУЗ|685000, г. Магадан, ул. Портовая, д. 13|2267 от 13.07.2016 (Бессрочная)|['060301', '060301', '080301', '080301', '090303', '090303', '210502', '210502', '210504', '210504', '230303', '230303', '230403', '370301', '370301', '380301', '380301', '380302', '380302', '380304', '380304', '380401', '380405', '380601', '390301', '390301', '400301', '400301', '420302', '420302', '440301', '440301', '440302', '440302', '440305', '440305', '440401', '440401', '440402', '440402', '450601', '460401']
207|801|Федеральное государственное бюджетное образовательное учреждение высшего образования «Дипломатическая академия Министерства иностранных дел Российской Федерации»|г. Москва|г. Москва|Негосударственный головной ВУЗ|119021, г. Москва, ул. Остоженка, д. 53/2, стр. 1|2100 от 21.04.2016 (Бессрочная)|['380301', '380401', '380402', '380601', '400401', '400601', '410305', '410405', '410601', '460601']
208|12194|федеральное государственное унитарное предприятие «Государственный научно-исследовательский институт генетики и селекции промышленных микроорганизмов»|г. Москва|г. Москва|Негосударственный головной ВУЗ|117545, г. Москва, 1-й Дорожный проезд, дом 1|1096 от 01.10.2014 (Бессрочная)|['060601']
209|5452|Нижнекамский филиал Учреждения высшего образования «Университет управления «ТИСБИ»|Республика Татарстан (Татарстан)|г. Нижнекамск|Негосударственный филиал|"423584, Республика Татарстан, г. Нижнекамск, ул. Бызова, д. 18 ""б"""|2168 от 31.05.2016 (Бессрочная)|['080100', '080100', '080100', '080100', '080105', '080105', '080105', '080105', '080500', '080500', '080500', '080507', '080507', '080507', '080507']
210|12309|Частное учреждение высшего образования Институт законоведения и управления ВПА|Тульская область|г. Тула|Негосударственный головной ВУЗ|300039, город Тула, улица Болдина, дом 98|2058 от 01.04.2016 (Бессрочная)|['380302', '380303', '400301']
