|id|Название|Регион:|Населённый пункт:|Форма собственности:|Адрес:|Лицензия: №|specialization
223|2778|Волховский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский государственный педагогический университет им. А. И. Герцена»|Ленинградская область|г. Волхов|Негосударственный филиал|187403, Ленинградская область, г. Волхов, ул. Октябрьская набережная, д. 1а|2235 от 27.06.2016 (Бессрочная)|['440301']
224|53|Автономная некоммерческая организация высшего образования «Университет при Межпарламентской Ассамблее ЕврАзЭС»|г. Санкт-Петербург| г. Санкт-Петербург|Негосударственный головной ВУЗ|194044, г. Санкт-Петербург, ул. Смолячкова, д. 14, корп. 1, литер «Б»|2641 от 21.09.2017 (Бессрочная)|['370301', '370302', '380301', '380302', '380305', '380306', '380502', '400301', '400401', '400601', '420301', '430301', '430302', '540301', '540302']
225|9130|Филиал Федерального государственного образовательного учреждения среднего профессионального образования «Санкт-Петербургский промышленно-экономический колледж» в г. Кизляре Республики Дагестан|Республика Дагестан|г. Кизляр|Государственный филиал|ул. Ленина, д. 14, г. Кизляр, Республика Дагестан, 368800|1721 от 21.06.2011 (Бессрочная)|['030504', '080106', '080504', '190604', '230105']
226|11841|федеральное государственное бюджетное образовательное учреждение среднего профессионального образования «Воронежский авиационный техникум имени В.П. Чкалова»|Воронежская область| г. Воронеж|Государственный головной ВУЗ|ул. Ленинградская, д. 33, г. Воронеж, Воронежская область, 394004|2534 от 05.03.2012 (Бессрочная)|['080110', '080114', '080504', '151001', '160203', '210311', '220301', '230106']
227|12797|Дальневосточный юридический институт (филиал) федерального государственного казенного образовательного учреждения высшего образования «Университет прокуратуры Российской Федерации»|Приморский край||Государственный филиал||2731 от 09.04.2018 (Бессрочная)|['400504']
228|197|федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации|Челябинская область|г. Челябинск|Государственный головной ВУЗ|454092, Российская Федерация, Челябинская область, г. Челябинск, ул. Воровского, 64|2439 от 19.10.2016 (Бессрочная)|['300601', '310201', '310202', '310203', '310501', '310502', '310503', '310601', '310801', '310802', '310805', '310807', '310808', '310809', '310810', '310811', '310813', '310816', '310817', '310818', '310819', '310820', '310828', '310832', '310835', '310836', '310837', '310838', '310839', '310842', '310846', '310849', '310851', '310853', '310854', '310856', '310857', '310858', '310859', '310860', '310862', '310863', '310866', '310867', '310868', '310869', '310871', '310873', '310874', '310875', '310876', '320501', '320601', '320807', '320812', '330201', '330501', '330601', '340201', '370501', '390302']
229|321|Негосударственное образовательное учреждение высшего образования «Российская экономическая школа» (институт)|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 121353, г. Москва, Сколковское шоссе, д. 45|2736 от 23.04.2018 (Бессрочная)|['380401']
230|12764|Автономная некоммерческая организация высшего образования «Высшая школа сценических искусств»|г. Москва||Негосударственный головной ВУЗ||2924 от 04.09.2020 (Бессрочная)|['520501', '520502']
231|850|федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный академический художественный институт имени В.И. Сурикова при Российской академии художеств»|г. Москва|г. Москва|Негосударственный головной ВУЗ|109004, г. Москва, Товарищеский пер., д. 30|2084 от 15.04.2016 (Бессрочная)|['070301', '500304', '500404', '500601', '540502', '540503', '540504']
232|5603|Архангельский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»|Архангельская область| г. Архангельск|Негосударственный филиал|163000, Архангельская область, г. Архангельск, ул. Садовая, д. 42|1789 от 30.11.2015 (Бессрочная)|['090203']
233|11821|Акционерное общество «Центральный научно-исследовательский институт экономики, информатики и систем управления»|г. Москва| г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 123104, г. Москва, ул. Малая Бронная, д. 2/7, стр. 1|1287 от 18.02.2015 (Бессрочная)|['020601', '090601', '380601']
234|2743|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Алтайский государственный университет» в г. Славгороде|Алтайский край|г. Славгород|Негосударственный филиал|658828, Алтайский край, г. Славгород, ул. Розы Люксембург, д. 75|2296 от 29.07.2016 (Бессрочная)|['090303', '430302']
235|5629|Институт агроинженерии федерального государственного бюджетного образовательного учреждения высшего образования «Южно-Уральский государственный аграрный университет»|Челябинская область| г. Челябинск|Государственный филиал|454080, Челябинская область, г. Челябинск, проспект Ленина, д. 75|1852 от 30.12.2015 (Бессрочная)|['130302', '190302', '200601', '230302', '230303', '230501', '350306', '350403', '350404', '350406', '350604']
236|1414|филиал образовательного частного учреждения высшего образования «Институт международного права и экономики имени А.С. Грибоедова» в г. Нижневартовске|Ханты-Мансийский автономный округ - Югра|г. Нижневартовск|Негосударственный филиал|628605, Ханты-Мансийский автономный округ, г. Нижневартовск, ул. Омская, д. 66а|2139 от 17.05.2016 (Бессрочная)|['021100', '021100', '030500', '030500', '030500', '030501', '030501', '030900', '060400', '060400', '061100', '061100', '080100', '080100', '080100', '080105', '080105', '080105', '080105', '080500', '080507', '080507', '521400', '521400', '521500', '521500']
237|781|федеральное государственное бюджетное образовательное учреждение высшего образования «Вологодский государственный университет»|Вологодская область|г. Вологда|Государственный головной ВУЗ|160000, г. Вологда, ул. Ленина, д. 15|1689 от 12.10.2015 (Бессрочная)|['010302', '010402', '020301', '020601', '040301', '050302', '050306', '050406', '060301', '060401', '060601', '070301', '070401', '070402', '080301', '080401', '080501', '080502', '080601', '090204', '090207', '090301', '090302', '090303', '090304', '090401', '090402', '090404', '090601', '120304', '130301', '130302', '130401', '130402', '130601', '150201', '150208', '150212', '150301', '150302', '150305', '150306', '150401', '150404', '150405', '200301', '200302', '210302', '230203', '230303', '230501', '270304', '270305', '270405', '380201', '380204', '380301', '380302', '380304', '380401', '380402', '380404', '380501', '380601', '390301', '390302', '390402', '400201', '400203', '400301', '410306', '420302', '430301', '430302', '430303', '440301', '440302', '440305', '440401', '440601', '450302', '460601', '470601', '490201', '490302', '510301', '510401', '540304']
238|6787|федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр травматологии и ортопедии имени Р.Р. Вредена» Министерства здравоохранения Российской Федерации|г. Санкт-Петербург|г. Санкт-Петербург|Государственный головной ВУЗ|195427, Российская Федерация, г. Санкт-Петербург, улица Академика Байкова, дом. 8|2909 от 24.07.2020 (Бессрочная)|['310601', '310866']
239|7607|федеральное государственное бюджетное учреждение «Всероссийский центр глазной и пластической хирургии» Министерства здравоохранения Российской Федерации|Республика Башкортостан| г. Уфа|Негосударственный головной ВУЗ|450075, Российская Федерация, Республика Башкортостан, г. Уфа, ул. Р. Зорге, 67/1|1003 от 13.05.2014 (Бессрочная)|['310601', '310859']
240|7595|Петровский филиал федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Саратовский государственный социально-экономический университет»|Саратовская область| г. Петровск|Государственный филиал|ул. 25 лет Октября, д. 164-а, литер «А», г. Петровск, Саратовская область, 412540|1536 от 05.07.2011 (Бессрочная)|['080109', '080109', '080502', '080502']
241|2373|федеральное государственное бюджетное образовательное учреждение высшего образования «Удмуртский государственный университет»|Удмуртская Республика| г. Ижевск|Государственный головной ВУЗ|426034, Удмуртская Республика, г. Ижевск, ул. Университетская, д. 1|2237 от 28.06.2016 (Бессрочная)|['010301', '010302', '010303', '010601', '020301', '020302', '020401', '020402', '020601', '030301', '030302', '030402', '030601', '040301', '040302', '040401', '040402', '040601', '050302', '050303', '050306', '050402', '050406', '050601', '060301', '060401', '060601', '090204', '090301', '090302', '090303', '090601', '100301', '100505', '130301', '130302', '130402', '190301', '200204', '200301', '200302', '200401', '200402', '200601', '210201', '210301', '210401', '210502', '210506', '210601', '370301', '370302', '370401', '370402', '370501', '370601', '380201', '380301', '380302', '380303', '380304', '380305', '380306', '380401', '380402', '380403', '380404', '380406', '380501', '380601', '390301', '390302', '390303', '390401', '390402', '390403', '390601', '400201', '400202', '400301', '400401', '400501', '400502', '400503', '400601', '410304', '410305', '420201', '420301', '420302', '420303', '420403', '420405', '430210', '430302', '430303', '430402', '430403', '440301', '440302', '440303', '440304', '440305', '440401', '440402', '440403', '440404', '440601', '450301', '450302', '450401', '450402', '450601', '460301', '460302', '460401', '460601', '490301', '490601', '500601', '510301', '510302', '510306', '510401', '530304', '530305', '530306', '540201', '540301', '540302', '540303', '540401', '540501']
242|8994|Богучарский филиал Федерального государственного образовательного учреждения среднего профессионального образования Воронежского государственного промышленно-гуманитарного колледжа|Воронежская область| г. Богучар|Государственный филиал|396791, Воронежская область, г. Богучар, ул. Мира, д. 141а|2094 от 02.11.2011 (Бессрочная)|['030503', '080501', '140613', '230101']
243|1232|Ростовский-на-Дону институт физической культуры и спорта (филиал) Федерального государственного бюджетного образовательного учреждения высшего образования «Кубанский государственный университет физической культуры, спорта и туризма»|Ростовская область|г. Ростов-на-Дону|Негосударственный филиал|344018, Ростовская область, г. Ростов-на-Дону, пр. Буденновский, д. 101|2155 от 24.05.2016 (Бессрочная)|['032101', '032101', '032102']
244|10259|Калужский филиал федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Санкт-Петербургский государственный университет сервиса и экономики»|Калужская область| г. Калуга|Государственный филиал|ул. Комсомольская, д. 39, стр. 1, г. Калуга, Калужская область, 248010|2862 от 28.05.2012 (Бессрочная)|['080500', '080507', '100100', '100101']
245|2189|Филиал государственного бюджетного образовательного учреждения высшего образования «Ставропольский государственный педагогический институт» в г. Буденновске|Ставропольский край|г. Буденновск|Негосударственный филиал|356800, Российская Федерация, Ставропольский край, г. Буденновск, ул. Льва Толстого, д. 123|1695 от 12.10.2015 (Бессрочная)|['440201', '440202', '440205', '440301', '440302', '440305', '490201']
246|2610|Негосударственное образовательное частное учреждение высшего профессионального образования «Московский социально-гуманитарный институт»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 115054, город Москва, улица Дубининская, дом 57, строение 2|2511 от 05.03.2012 (Бессрочная)|['030300', '030301', '050700', '050715', '080100', '080109', '080500', '080504', '130008']
247|2229|Екатеринбургский филиал Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»|Свердловская область|г. Екатеринбург|Негосударственный филиал|620102, г. Екатеринбург, ул. Шаумяна, д. 83|1885 от 14.01.2016 (Бессрочная)|['080100', '080100', '080100', '080104', '080104', '080104', '080105', '080105', '080105', '080109', '080500', '080500', '080500', '080507', '080507', '080507', '380301', '380302', '380301', '380302']
248|5620|Егорьевский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский педагогический государственный университет»|Московская область| г. Егорьевск|Негосударственный филиал|140300, Московская область, г. Егорьевск, ул. Софьи Перовской, д. 101А|1818 от 11.12.2015 (Бессрочная)|['090303', '380302', '380304', '440301', '440302', '440303', '440305']
249|1327|Учреждение высшего образования «Институт финансов и права»|Республика Дагестан|г. Махачкала|Негосударственный головной ВУЗ|367009, г. Махачкала, ул. Магомедтагирова А.М., 39«А»|1456 от 01.06.2015 (Бессрочная)|['380301', '400301']
250|375|Частное образовательное учреждение высшего образования «Западно-Сибирский институт финансов и права»|Ханты-Мансийский автономный округ - Югра|г. Нижневартовск|Негосударственный головной ВУЗ|Россия, 628600, Тюменская область, Ханты-Мансийский автономный округ - Югра, г. Нижневартовск, ул. Пермская, дом 25|1479 от 05.06.2015 (Бессрочная)|['030501', '030900', '080100', '080105', '080109', '080200', '080507']
251|577|Частное образовательное учреждение высшего образования «Национальный открытый институт г. Санкт-Петербург»|г. Санкт-Петербург| г. Санкт-Петербург|Негосударственный головной ВУЗ|197183, г. Санкт-Петербург, улица Сестрорецкая, д. 6|2092 от 19.04.2016 (Бессрочная)|['090205', '090303', '210302', '210303', '370301', '380201', '380203', '380301', '380302', '380304', '380404', '390202', '390302']
252|7687|Федеральное государственное бюджетное учреждение науки Институт электрофизики Уральского отделения Российской академии наук|Свердловская область|г. Екатеринбург|Негосударственный головной ВУЗ|Российская Федерация, 620016, г. Екатеринбург, ул. Амундсена, д. 106|0160 от 17.07.2012 (Бессрочная)|['030601']
253|2741|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Алтайский государственный университет» в г. Бийске|Алтайский край|г. Бийск|Негосударственный филиал|659332, Алтайский край, г. Бийск, ул. Социалистическая, д. 123/1|2296 от 29.07.2016 (Бессрочная)|['090203', '210205', '380301']
254|2225|Алтайский институт труда и права (филиал) Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»|Алтайский край|г. Барнаул|Негосударственный филиал|656002, Алтайский край, г. Барнаул, проезд 9 Мая, д. 8|1885 от 14.01.2016 (Бессрочная)|['021100', '030500', '030500', '030500', '030501', '030501', '060500', '080100', '080100', '080100', '080104', '080104', '080104', '080109', '080109', '080109', '080500', '080500', '080500', '080507', '380301', '380302', '380303', '380304', '400301', '430302']
255|2579|Кировский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-Петербургский государственный экономический университет»|Кировская область||Государственный филиал||1083 от 05.09.2014 (Бессрочная)|['080100', '080507', '100100', '100101']
256|10082|федеральное государственное бюджетное образовательное учреждение среднего профессионального образования «Георгиевский колледж»|Ставропольский край| г. Георгиевск|Негосударственный головной ВУЗ|357800, Ставропольский край, г. Георгиевск, ул. Калинина, д. 152|2384 от 05.12.2011 (Бессрочная)|['030503', '030503', '050501', '050720', '050720', '080110']
257|7646|Федеральное государственное образовательное учреждение среднего профессионального образования «Московский колледж профессиональных технологий»|г. Москва|г. Москва|Государственный головной ВУЗ|ул. Люблинская, д. 56/2, г. Москва, г. Москва, 109382|1018 от 28.03.2011 (Бессрочная)|['030503', '030503', '050501', '080107', '080504', '080504', '230103']
258|9096|Советско-Гаванский филиал Федерального государственного образовательного учреждения среднего профессионального образования Хабаровского промышленно-экономического техникума|Хабаровский край|г. Советская Гавань|Государственный филиал|682880, Хабаровский край, г. Советская Гавань, ул. Полины Осипенко, д. 1|2158 от 14.11.2011 (Бессрочная)|['030503', '030504', '080110', '080501', '190605', '230103']
259|7798|Федеральное государственное бюджетное учреждение науки Институт проблем передачи информации им. А.А. Харкевича Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 127994, г. Москва, ГСП-4, Большой Каретный переулок, дом 19, строение 1|2836 от 26.04.2012 (Бессрочная)|['010601', '020601', '060601', '090601', '110601']
260|110|Азово-Черноморский инженерный институт - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Донской государственный аграрный университет» в г. Зернограде|Ростовская область| г. Зерноград|Негосударственный филиал|347740, Ростовская область, г. Зерноград, ул. Ленина, 21|1751 от 10.11.2015 (Бессрочная)|['060601', '080209', '080209', '130301', '130301', '130302', '130302', '130401', '130401', '130402', '130402', '190302', '190302', '200301', '200301', '210205', '210205', '210302', '210302', '230203', '230203', '230301', '230301', '230302', '230303', '230303', '230401', '230403', '230403', '230501', '230501', '230601', '350208', '350208', '350304', '350304', '350306', '350306', '350404', '350404', '350406', '350406', '350601', '350604', '380201', '380201', '380204', '380301', '380301', '380302', '380302', '380304', '380304', '380306', '380401', '380401', '380402', '380402', '380404', '380406', '380501', '380501', '380502', '440304', '440304']
261|2234|Курганский филиал Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»|Курганская область|г. Курган|Негосударственный филиал|640000, г. Курган, ул. Гоголя, д. 153|1885 от 14.01.2016 (Бессрочная)|['060400', '061100', '080100', '080100', '080100', '080104', '080104', '080104', '080105', '080105', '080109', '080109', '080109', '080500', '080500', '080500', '080505', '080505', '080505', '080507', '080507', '080507', '090303', '380301', '380302', '380303', '430301', '430302', '430303']
262|695|Инженерно-технологическая академия федерального государственного автономного образовательного учреждения высшего образования «Южный федеральный университет» в г. Таганроге|Ростовская область|г. Таганрог|Негосударственный филиал|347922, Ростовская область, г. Таганрог, пер. Некрасовский, д. 44|1901 от 29.01.2016 (Бессрочная)|['010302', '010402', '020303', '020601', '030601', '090301', '090302', '090303', '090304', '090401', '090403', '090404', '090501', '090601', '100301', '100502', '100503', '100601', '110301', '110302', '110303', '110304', '110401', '110402', '110403', '110404', '110501', '110502', '110504', '110601', '120301', '120304', '120401', '120404', '120601', '130302', '130402', '150210', '150304', '150306', '150404', '150406', '150601', '170301', '200301', '200401', '200601', '210302', '240507', '240601', '250301', '260504', '270301', '270303', '270304', '270403', '270404', '270601', '280301', '280401', '290304', '370401', '380301', '380302', '380304', '380305', '400301', '400501', '430302', '450302', '450501', '540301']
263|68|Автономная некоммерческая организация высшего образования «Академия технологии и управления»|Чувашская Республика - Чувашия| г. Новочебоксарск|Негосударственный головной ВУЗ|429950, Российская Федерация, Чувашская Республика, г. Новочебоксарск, улица Коммунистическая, д. 37|1081 от 05.09.2014 (Бессрочная)|['080100', '190210', '230203', '260800', '330201', '380207']
264|10414|Федеральное государственное учреждение «Федеральный исследовательский центр Институт прикладной математики им. М.В. Келдыша Российской академии наук»|г. Москва| г. Москва|Негосударственный головной ВУЗ|125047, г. Москва, Миусская площадь, дом 4|2069 от 11.04.2016 (Бессрочная)|['010601', '090601']
265|5933|государственное образовательное учреждение среднего профессионального образования Кировский механико-технологический техникум|Кировская область|г. Киров|Государственный головной ВУЗ|ул. Ленина, д. 99, г. Киров, Кировская область, 610002|2179 от 23.11.2011 (Бессрочная)|['140613', '150203', '150411', '210308', '220301', '240503', '260905', '260908']
266|447|Негосударственное образовательное учреждение высшего образования «Московский институт юриспруденции»|г. Москва|г. Москва|Негосударственный головной ВУЗ|105203, г. Москва, ул. Парковая 14-я, дом 6|1974 от 01.03.2016 (Бессрочная)|['030501', '030900', '032001', '034700', '080100', '080115', '080200', '080504', '081100', '100103', '100400']
267|1072|Частное образовательное учреждение высшего образования «Региональный институт бизнеса и управления»|Рязанская область|г. Рязань|Негосударственный головной ВУЗ|390013, город Рязань, Первомайский проспект, дом 80/44|0956 от 18.03.2014 (Бессрочная)|['080502', '080507', '090303', '380301', '380302', '380304']
268|1416|"филиал образовательного частного учреждения высшего образования ""Институт международного права и экономики имени А.С. Грибоедова"" в г. Ульяновске"|Ульяновская область|г. Ульяновск|Негосударственный филиал|432045, г. Ульяновск, ул. Ефремова, д. 59а|2139 от 17.05.2016 (Бессрочная)|['030500', '030500', '030500', '030500', '030501', '030501', '030501', '030501', '030501', '030900', '080200', '080500', '080500', '080507', '080507']
269|2587|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-Петербургский государственный экономический университет» в г. Выборге|Ленинградская область|г. Выборг|Негосударственный филиал|188800, Ленинградская обл., Выборгский р-н, г. Выборг, ул. Подгорная, д. 17, лит. «А»|1083 от 05.09.2014 (Бессрочная)|['080100', '080105', '080109', '080200', '080502', '080507', '080801', '090201', '090303', '100101', '230700', '380201', '380301', '380302', '380306', '380501', '380502', '430210', '430211', '430301', '430302', '430303']
270|1332|федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский Московский государственный строительный университет»|г. Москва|г. Москва|Негосударственный головной ВУЗ|129337, г. Москва, Ярославское шоссе, дом 26|1629 от 02.09.2015 (Бессрочная)|['010304', '010304', '010601', '010601', '050601', '050601', '070301', '070301', '070302', '070304', '070304', '070401', '070401', '070404', '070404', '070601', '070601', '080301', '080301', '080401', '080401', '080501', '080501', '080601', '080601', '090301', '090301', '090302', '090401', '090401', '090601', '090601', '150303', '150304', '150304', '150403', '150403', '150601', '150601', '180301', '200301', '200301', '200302', '200601', '200601', '210601', '210601', '230302', '230501', '230501', '270301', '270301', '270304', '270304', '270601', '270601', '290304', '380301', '380301', '380302', '380302', '380304', '380304', '380306', '380310', '380401', '380401', '380402', '380402', '380410', '380601', '380601']
271|1173|Карельский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»|Республика Карелия|г. Петрозаводск|Негосударственный филиал|185002, Республика Карелия, г. Петрозаводск, ул. Чапаева, д.6а|2787 от 07.12.2018 (Бессрочная)|['380301', '380304', '380404', '400301']
272|11948|Аккредитованное образовательное учреждение высшего образования «Московский архитектурно-строительный институт»|г. Москва|г. Москва|Негосударственный головной ВУЗ|109316, г. Москва, Волгоградский проспект, д. 32, корп. 11|1047 от 07.07.2014 (Бессрочная)|['070201', '070301', '080201', '080301', '270300', '540201']
273|10730|Федеральное государственное бюджетное образовательное учреждение среднего профессионального образования «Дальневосточный государственный межрегиональный индустриально-экономический колледж»|Хабаровский край| г. Хабаровск|Государственный головной ВУЗ|ул. Волочаевская, д. 1, г. Хабаровск, Хабаровский край, 680007|2400 от 10.01.2012 (Бессрочная)|['030503', '030503', '080110', '080110', '080110', '080112']
274|2749|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Саратовский государственный технический университет имени Гагарина Ю.А» в г. Петровске|Саратовская область|г. Петровск|Негосударственный филиал|412541, Саратовская область, г. Петровск, ул. Гоголя, 49|1766 от 13.11.2015 (Бессрочная)|['090203', '150125', '150208', '190117', '190203', '190210', '210205', '220206', '380204']
275|10430|федеральное государственное бюджетное учреждение «Государственный научно-исследовательский институт генетики и селекции промышленных микроорганизмов Национального исследовательского центра «Курчатовский институт»|г. Москва| г. Москва|Государственный головной ВУЗ|117545, г. Москва, 1-й Дорожный проезд, дом 1|2652 от 04.10.2017 (Бессрочная)|['060601']
276|2135|федеральное государственное бюджетное образовательное учреждение высшего образования «Башкирский государственный университет»|Республика Башкортостан|г. Уфа|Государственный головной ВУЗ|450076, Республика Башкортостан, г. Уфа, ул. Заки Валиди, д. 32|1964 от 26.02.2016 (Бессрочная)|['010301', '010302', '010401', '010402', '010601', '020303', '030301', '030302', '030303', '030402', '030403', '030601', '040301', '040302', '040401', '040402', '040501', '040601', '050301', '050302', '050303', '050304', '050306', '050401', '050402', '050404', '050406', '050601', '060301', '060401', '060501', '060601', '090303', '090403', '090601', '100301', '100505', '110302', '110304', '150302', '150402', '150601', '180301', '190102', '190301', '200301', '210205', '210503', '220301', '220401', '270301', '270302', '280303', '370301', '370401', '370502', '370601', '380201', '380301', '380302', '380303', '380304', '380305', '380306', '380401', '380402', '380403', '380404', '380405', '380408', '380501', '380601', '390301', '390302', '390303', '390401', '390402', '390601', '400201', '400202', '400301', '400401', '400501', '400504', '400601', '410304', '410305', '410404', '410601', '420301', '420302', '420303', '420402', '430302', '440303', '440305', '440401', '440601', '450301', '450302', '450303', '450401', '450402', '450501', '450601', '460301', '460302', '460401', '460601', '470301', '470401', '470601', '480301', '510301', '510401', '580301', '580401']
277|6721|государственное бюджетное учреждение здравоохранения Московской области «Московский областной научно-исследовательский клинический институт им. М.Ф.Владимирского»|г. Москва|г. Москва|Государственный головной ВУЗ|129110, г. Москва, ул. Щепкина, 61/2|0463 от 14.12.2012 (Бессрочная)|['310601', '310801', '310802', '310805', '310809', '310812', '310816', '310818', '310819', '310828', '310832', '310836', '310842', '310843', '310849']
278|12028|Федеральное государственное бюджетное учреждение науки Центр теоретических проблем физико-химической фармакологии Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 119991, г. Москва, ул. Косыгина, д.4|0185 от 19.07.2012 (Бессрочная)|['060601']
279|679|Рязанский филиал федерального государственного казенного образовательного учреждения высшего образования «Московский университет Министерства внутренних дел Российской Федерации имени В.Я. Кикотя»|Рязанская область|г. Рязань|Негосударственный филиал|390046, г. Рязань, ул. Введенская, д. 106|1633 от 07.09.2015 (Бессрочная)|['380301', '380501', '380501', '400202', '400202', '400301', '400301', '400501', '400501', '400502', '400502']
280|554|Негосударственное образовательное частное учреждение «Московский Транспортный Институт»|г. Москва|г. Москва|Негосударственный головной ВУЗ||2279 от 08.12.2011 (Бессрочная)|['190701']
281|1940|Самарский филиал Государственного автономного образовательного учреждения высшего образования города Москвы «Московский городской педагогический университет»|Самарская область|г. Самара|Негосударственный филиал|443081, г. Самара, ул. Стара Загора, д. 76|1783 от 25.11.2015 (Бессрочная)|['370301', '370401', '370601', '380302', '380303', '380305', '390301', '400301', '400401', '410301', '420301', '440301', '440302', '440401', '440402', '440601', '450302', '450402', '450601', '460601']
282|137|государственное автономное образовательное учреждение высшего образования «Дагестанский государственный университет народного хозяйства»|Республика Дагестан|г. Махачкала|Государственный головной ВУЗ|Россия, Республика Дагестан, 367008, г. Махачкала, ул. Д.Атаева, дом 5|2822 от 30.04.2019 (Бессрочная)|['020301', '080105', '080108', '080201', '080301', '090203', '090204', '090205', '090303', '100301', '150105', '190210', '210204', '210302', '290117', '380201', '380204', '380301', '380302', '380305', '380306', '400301', '450302']
283|6607|Федеральное государственное бюджетное учреждение науки Институт водных и экологических проблем Сибирского отделения Российской академии наук|Алтайский край| г. Барнаул|Негосударственный головной ВУЗ|Россия, 656038, Алтайский край, г. Барнаул, ул. Молодежная, 1|0874 от 01.11.2013 (Бессрочная)|['050601', '060601']
284|2499|Государственное автономное образовательное учреждение высшего образования Ленинградской области «Ленинградский государственный университет имени А.С. Пушкина»|г. Санкт-Петербург|г. Пушкин|Государственный головной ВУЗ|196605, Санкт-Петербург, город Пушкин, Петербургское шоссе, дом 10|2387 от 15.09.2016 (Бессрочная)|['050306', '050306', '050406', '050406', '060601', '060601', '090205', '090303', '090303', '090403', '090403', '180301', '180401', '190301', '190301', '190401', '190401', '210205', '210205', '210302', '210302', '210402', '210402', '330201', '350310', '370301', '370301', '370401', '370401', '370501', '370501', '370601', '370601', '380201', '380201', '380202', '380207', '380301', '380301', '380302', '380302', '380304', '380304', '380401', '380401', '380402', '380404', '380404', '380408', '380408', '380601', '380601', '390201', '390302', '390402', '400201', '400201', '400301', '400301', '400401', '400401', '400601', '420301', '420301', '420302', '420302', '420401', '420401', '420402', '430210', '430210', '430211', '430211', '430301', '430301', '430302', '430302', '430303', '430303', '430401', '430402', '430402', '430403', '430403', '440201', '440201', '440202', '440202', '440301', '440301', '440302', '440302', '440303', '440303', '440304', '440305', '440305', '440401', '440401', '440402', '440403', '440403', '440404', '440601', '440601', '450302', '450302', '450402', '450402', '450601', '450601', '460201', '460301', '460301', '460302', '460302', '460401', '460401', '460402', '460601', '460601', '470301', '470301', '470401', '470401', '470601', '470601', '490201', '490201', '490302', '490303', '490303', '490401', '490401', '490402', '500601', '500601', '510301', '510301', '510401', '510401', '540301', '540301', '540401', '540401']
