|id|Название|Регион:|Населённый пункт:|Форма собственности:|Адрес:|Лицензия: №|specialization
123|1040|филиал Автономной некоммерческой организации высшего образования «Институт экономики и антикризисного управления» в г. Вольске|Саратовская область|г. Вольск|Негосударственный филиал|412909, Саратовская область, г. Вольск, ул. Красногвардейская, д. 30|1821 от 10.12.2015 (Бессрочная)|['380301', '380302']
124|5175|Автономная некоммерческая образовательная организация высшего образования «Уральский Финансово-Юридический институт»|Свердловская область| г. Екатеринбург|Негосударственный головной ВУЗ|Российская Федерация, 620075, г. Екатеринбург, ул. Карла Либкнехта, д. 1|1274 от 09.02.2015 (Бессрочная)|['030501', '030900', '030900', '080005', '080100', '080100', '080105', '120001']
125|2650|Миасский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Челябинский государственный университет»|Челябинская область|г. Миасс|Негосударственный филиал|456313, Челябинская область, г. Миасс, ул. Керченская, д. 1|2283 от 21.07.2016 (Бессрочная)|['010302', '010302', '010402', '020302', '020302', '380301', '380302', '380304', '380304', '380501', '380501', '450301', '450301', '450302', '450401', '450401']
126|1102|Частное образовательное учреждение высшего образования «Санкт-Петербургский институт экономики и управления»|г. Санкт-Петербург|г. Санкт-Петербург|Негосударственный головной ВУЗ|Кондратьевский пр., дом 40, корп. 14, лит. А, г. Санкт-Петербург, 195197|1503 от 19.06.2015 (Бессрочная)|['380201', '380206']
127|1130|Филиал Автономной некоммерческой организации Высшего Образования «Институт деловой карьеры» в Смоленской области|Смоленская область|г. Смоленск|Негосударственный филиал|214012, Смоленская область, г. Смоленск, ул. Ново-Московская, д. 2/8|2869 от 11.11.2019 (Бессрочная)|['021100', '030501', '030501']
128|2004|филиал частного образовательного учреждения высшего образования Современная гуманитарная академия в городе Комсомольске-на-Амуре|Хабаровский край|г. Комсомольск-на-Амуре|Негосударственный филиал|681013, Хабаровский край, г. Комсомольск-на-Амуре, пр. Ленина, д. 34, кор. 3|2370 от 06.09.2016 (Бессрочная)|['030500']
129|2248|Воркутинский филиал Ухтинского государственного технического университета|Республика Коми|г. Воркута|Негосударственный филиал|169900, Республика Коми, г. Воркута, ул. Ленина, д. 44|2254 от 08.07.2016 (Бессрочная)|['080301', '200301', '210301', '210504', '380302']
130|1958|Негосударственное образовательное частное учреждение высшего профессионального образования «Академический правовой институт»|г. Москва|г. Москва|Негосударственный головной ВУЗ|119019, г. Москва, ул. Знаменка, д. 10|0819 от 01.08.2013 (Бессрочная)|['030501']
131|150|государственное бюджетное образовательное учреждение высшего образования Калининградской области «Педагогический институт»|Калининградская область|г. Черняховск|Негосударственный головной ВУЗ|238151, Россия, Калининградская обл., Черняховский р-н, г. Черняховск, пер. Суворова, дом № 2|1029 от 19.06.2014 (Бессрочная)|['050100', '050100', '440201', '440202', '490201']
132|1622|Алтайский филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый университет при Правительстве Российской Федерации»|Алтайский край| г. Барнаул|Негосударственный филиал|656038, Алтайский край, г. Барнаул, просп. Ленина, д. 54|1495 от 09.06.2015 (Бессрочная)|['080100', '080100', '080105', '080109', '080200', '080500', '080507', '380301', '380301', '380301', '380302', '380302', '380302', '380305', '380305', '380401', '380401', '380401', '380402', '380402', '380402']
133|2802|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Тюменский индустриальный университет» в городе Муравленко|Ямало-Ненецкий автономный округ|г. Муравленко|Негосударственный филиал|629603, Тюменская область, Ямало-Ненецкий автономный округ, г. Муравленко, ул. Нефтяников, д. 67|2134 от 13.05.2016 (Бессрочная)|['130503', '190603']
134|9975|федеральное государственное образовательное учреждение среднего профессионального образования «Сердобский сельскохозяйственный техникум»|Пензенская область| г. Сердобск|Государственный головной ВУЗ|ул. Куйбышева, д. 58, г. Сердобск, Пензенская область, 442895|1069 от 31.03.2011 (Бессрочная)|['030503', '080110', '080302', '110401', '111201']
135|6714|Федеральное государственное бюджетное учреждение науки Институт теоретической и прикладной электродинамики Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|125412, г. Москва, ул. Ижорская, д. 13|2549 от 13.03.2012 (Бессрочная)|['030601']
136|1859|федеральное государственное автономное образовательное учреждение высшего образования «Российский университет транспорта»|г. Москва|г. Москва|Государственный головной ВУЗ|127994, г. Москва, ул. Образцова, д. 9, стр. 9|2820 от 16.04.2019 (Бессрочная)|['010302', '010601', '050601', '080210', '080301', '080401', '080501', '080601', '090202', '090204', '090301', '090302', '090303', '090401', '090403', '090601', '100301', '100501', '110206', '110302', '110601', '130207', '130301', '130302', '130401', '130402', '130601', '150301', '150302', '150305', '150306', '150401', '150402', '150404', '150405', '150406', '150601', '200301', '200401', '200601', '210205', '210302', '230201', '230203', '230204', '230206', '230301', '230302', '230303', '230401', '230402', '230501', '230503', '230504', '230505', '230506', '230601', '260203', '260301', '260507', '270203', '270301', '270302', '270304', '270305', '270401', '270402', '270404', '270405', '270406', '310201', '310205', '340201', '370301', '380201', '380202', '380203', '380301', '380302', '380303', '380304', '380305', '380306', '380401', '380402', '380403', '380404', '380405', '380406', '380408', '380501', '380502', '380601', '390301', '390601', '400201', '400203', '400301', '400401', '400501', '400502', '400503', '400601', '410304', '410305', '410405', '410601', '420301', '420302', '420401', '430301', '430302', '430303', '450302', '460302', '460601', '470601']
137|2602|Нижнекамский филиал частного образовательного учреждения высшего образования «Казанский инновационный университет имени В.Г. Тимирясова (ИЭУП)»|Республика Татарстан (Татарстан)|г. Нижнекамск|Негосударственный филиал|423570, Республика Татарстан, г. Нижнекамск, пр. Шинников, д. 44Б|2684 от 07.12.2017 (Бессрочная)|['050306', '190210', '190210', '190304', '190304', '200201', '200201', '270302', '270302', '370301', '370301', '370401', '380201', '380201', '380301', '380301', '380302', '380401', '380401', '400201', '400201', '400301', '400301', '440301', '440301', '440303', '440303', '450302', '450302']
138|10108|федеральное государственное образовательное учреждение среднего профессионального образования «Московский автомобильно-дорожный колледж им. А.А. Николаева»|г. Москва|г. Москва|Государственный головной ВУЗ|ул. Бакунинская, д. 81/55, г. Москва, 105082|2497 от 22.02.2012 (Бессрочная)|['080110', '080302', '190604', '190604', '190605', '270206', '270206']
139|355|Частное образовательное учреждение высшего образования «Восточно-Европейский институт»|Удмуртская Республика|г. Ижевск|Негосударственный головной ВУЗ|426008, Удмуртская Республика, г. Ижевск, ул. Пушкинская, 268|2148 от 19.05.2016 (Бессрочная)|['090302', '090303', '200301', '370301', '380301', '380302', '380303', '380304', '380306', '400301', '420301', '420302', '540301']
140|6735|Гагаринский филиал негосударственного образовательного учреждения высшего профессионального образования «Российский новый университет»|Смоленская область| г. Москва|Негосударственный филиал|ул. Радио, д. 22, г. Москва, 105005, РФ|0860 от 03.03.2011 (Бессрочная)|['080105']
141|234|Ефремовский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Рязанский государственный медицинский университет имени академика И.П. Павлова» Министерства здравоохранения Российской Федерации|Тульская область|г. Ефремов|Негосударственный филиал|301840, Российская Федерация, Тульская область, г. Ефремов, ул. Дачная, д. 4|2416 от 29.09.2016 (Бессрочная)|['130211', '340201', '380201']
142|1080|Частное образовательное учреждение высшего и послевузовского профессионального образования «Московский открытый юридический институт»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Россия, 129344, г. Москва, ул. Енисейская, д. 2 строение 2|2397 от 10.01.2012 (Бессрочная)|['030501']
143|12421|Пензенский казачий институт технологий (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»|Пензенская область| г. Пенза|Негосударственный филиал|440026, г. Пенза, улица Красная/ Чкалова, д. 38/53|1125 от 10.11.2014 (Бессрочная)|['090303', '090403', '130302', '190208', '200301', '200401', '200501', '380207', '380302', '430301']
144|853|федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный университет геодезии и картографии»|г. Москва|г. Москва|Государственный головной ВУЗ|105064, г. Москва, Гороховский переулок, д. 4|1888 от 20.01.2016 (Бессрочная)|['050201', '050303', '050403', '050601', '070301', '070401', '090302', '090303', '090402', '100301', '120302', '120305', '120402', '120501', '120601', '210205', '210207', '210208', '210302', '210303', '210402', '210403', '210501', '210602']
145|959|федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный университет им. П.Г. Демидова»|Ярославская область|г. Ярославль|Государственный головной ВУЗ|150003, Ярославская область, г. Ярославль, ул. Советская, д. 14|2262 от 11.07.2016 (Бессрочная)|['010302', '010402', '010601', '020301', '020302', '020401', '020402', '020601', '030302', '030303', '030402', '030403', '030601', '040301', '040401', '040601', '050306', '050406', '060301', '060401', '060601', '090204', '090205', '090303', '090403', '090601', '100301', '100401', '100501', '100601', '110201', '110211', '110301', '110302', '110304', '110401', '110402', '110404', '110601', '210205', '350212', '370301', '370401', '370601', '380201', '380204', '380207', '380301', '380302', '380304', '380401', '380402', '380404', '380408', '380601', '390301', '390302', '390303', '390401', '390402', '390403', '390601', '400201', '400301', '400401', '400601', '410304', '410306', '410404', '410601', '420301', '430208', '430211', '430302', '430402', '440402', '440601', '450301', '450401', '450601', '460201', '460301', '460401', '460601', '510404']
146|9918|федеральное государственное образовательное учреждение среднего профессионального образования «Донской техникум информатики и вычислительной техники»|Тульская область|г. Донской|Государственный головной ВУЗ|микрорайон Центральный, ул. 30 лет Победы, д. 4, г. Донской, Тульская область, 301761|1466 от 04.07.2011 (Бессрочная)|['032002', '080110', '080802', '230101', '230105']
147|802|федеральное государственное бюджетное образовательное учреждение высшего образования «Донской государственный аграрный университет»|Ростовская область|пос. Персиановский|Государственный головной ВУЗ|346493, Ростовская область, Октябрьский район, пос. Персиановский, ул. Кривошлыкова, д. 24|1751 от 10.11.2015 (Бессрочная)|['050306', '050306', '050306', '050406', '050406', '050406', '060601', '190301', '190301', '190301', '190303', '190303', '190303', '190304', '190304', '190304', '190403', '190403', '190403', '190601', '200301', '350303', '350303', '350303', '350304', '350304', '350304', '350305', '350305', '350305', '350307', '350307', '350307', '350403', '350403', '350403', '350404', '350404', '350404', '350405', '350405', '350405', '350601', '360301', '360301', '360301', '360302', '360302', '360302', '360401', '360401', '360401', '360402', '360402', '360402', '360501', '360501', '360501', '360601', '380301', '380301', '380302', '380307', '380307', '380401', '380402', '440304']
148|26|Альметьевский филиал Учреждения высшего образования «Университет управления «ТИСБИ»|Республика Татарстан (Татарстан)|г. Альметьевск|Негосударственный филиал|"423450, Республика Татарстан, г. Альметьевск, ул. Ленина, д. 1 ""б"""|2168 от 31.05.2016 (Бессрочная)|['090301', '090303', '380301', '380302', '400301']
149|556|Негосударственное образовательное частное учреждение высшего образования «Московский Институт Телевидения и Радиовещания «Останкино»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 111033, город Москва, улица Волочаевская, дом 38, строение 1|1086 от 15.09.2014 (Бессрочная)|['030601', '070301', '070601', '070702', '070901', '071101', '080200', '380302', '420301', '420302', '520501', '520501', '530503', '530503', '550501', '550501', '550502', '550503', '550503', '550505']
150|1467|Федеральное государственное бюджетное образовательное учреждение высшего образования «Всероссийская академия внешней торговли Министерства экономического развития Российской Федерации»|г. Москва|г. Москва|Негосударственный головной ВУЗ|119285, г. Москва, ул. Пудовкина, д. 4а|2914 от 04.08.2020 (Бессрочная)|['380301', '380301', '380302', '380302', '380401', '380401', '380402', '380402', '380601', '380601', '400301', '400301', '400401', '400401', '400601', '400601']
151|8635|Институт проблем лазерных и информационных технологий РАН - филиал Федерального государственного учреждения «Федеральный научно-исследовательский центр «Кристаллография и фотоника» Российской академии наук»|Московская область| г. Шатура|Негосударственный филиал|140700, Московская область, г. Шатура, ул. Святоозерская, д. 1|2210 от 20.06.2016 (Бессрочная)|['110601']
152|8350|Федеральное государственное бюджетное учреждение науки Институт морской геологии и геофизики Дальневосточного отделения Российской академии наук|Сахалинская область|г. Южно-Сахалинск|Негосударственный головной ВУЗ|Российская Федерация, 693022, город Южно-Сахалинск, улица Науки, дом 1Б|0346 от 19.09.2012 (Бессрочная)|['050601', '060601']
153|351|Частное образовательное учреждение высшего образования «Волгоградский институт бизнеса»|Волгоградская область|г. Волгоград|Негосударственный головной ВУЗ|Российская Федерация, 400010, г. Волгоград, Дзержинский район, ул. Качинцев, 63|1477 от 05.06.2015 (Бессрочная)|['030501', '030900', '030900', '030912', '070601', '072500', '080100', '080100', '080105', '080109', '080114', '080200', '080500', '080507', '080801', '090203', '090204', '090303', '100100', '190210', '210205', '210205', '230105', '230700', '260502', '260807', '380201', '380301', '380302', '400201', '400202', '400301', '400401', '430301', '540301']
154|1697|Пятигорский институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Северо-Кавказский федеральный университет»|Ставропольский край|г. Пятигорск|Негосударственный филиал|357500, Ставропольский край, г. Пятигорск, проспект 40 лет Октября, д. 56|2242 от 01.07.2016 (Бессрочная)|['070303', '070303', '080201', '080201', '080301', '080301', '080401', '080401', '090201', '090201', '090207', '090302', '090302', '090402', '090402', '100301', '100301', '100401', '100401', '130302', '130302', '190210', '190210', '190304', '190304', '190404', '190404', '230203', '230203', '230207', '230303', '230303', '270304', '270304', '270404', '270404', '290204', '290204', '380201', '380201', '380204', '380204', '380301', '380301', '380302', '380302', '380303', '380303', '380304', '380304', '380306', '380307', '380401', '380401', '380402', '380404', '380501', '380502', '380502', '400301', '400301', '400401', '400401', '430201', '430211', '430211', '430214', '430215', '430301', '430301', '430302', '430302', '430303', '430303', '430402', '430402', '430403', '430403', '540301', '540301', '540302']
155|6654|Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт нормальной физиологии имени П.К. Анохина»|г. Москва|г. Москва|Негосударственный головной ВУЗ|125315, г. Москва, ул. Балтийская, д. 8|1648 от 14.09.2015 (Бессрочная)|['060601']
156|2612|филиал Негосударственного образовательного частного учреждения высшего профессионального образования «Московский социально-гуманитарный институт» в г. Егорьевске|Московская область| г. Егорьевск|Негосударственный филиал|ул. Парижской Коммуны, д. 1б, г. Егорьевск, Московская область, 140301|2511 от 05.03.2012 (Бессрочная)|['050700', '050715', '080100', '080109', '080500', '080504']
157|7086|Государственное бюджетное учреждение «Санкт-Петербургский научно-исследовательский институт скорой помощи имени И.И. Джанелидзе»|г. Санкт-Петербург||Негосударственный головной ВУЗ|192242, Санкт-Петербург, Будапештская улица, дом 3, лит. А|2513 от 29.02.2012 (Бессрочная)|['310801', '310802', '310842', '310860', '310866', '310867']
158|1141|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Кубанский государственный университет» в г. Славянске-на-Кубани|Краснодарский край|г. Краснодар|Негосударственный филиал|353560, Краснодаркий край, г. Славянск-на-Кубани, ул. Кубанская, 200|1982 от 03.03.2016 (Бессрочная)|['090202', '400201', '440201', '440301', '440302', '440303', '440305', '440501', '490201']
159|12397|Федеральное государственное образовательное учреждение среднего профессионального образования «Брянский автотранспортный техникум»|Брянская область|г. Брянск|Государственный головной ВУЗ|ул. Бежицкая, д. 6, г. Брянск, Брянская область, 241050|2049 от 24.10.2011 (Бессрочная)|['080110', '190604', '190701']
160|10707|Федеральное государственное бюджетное учреждение науки Ботанический сад Уральского отделения Российской академии наук|Свердловская область|г. Екатеринбург|Негосударственный головной ВУЗ|Российская Федерация, 620144, г. Екатеринбург, ул. 8 Марта, дом № 202-а|0576 от 11.03.2013 (Бессрочная)|['060601', '350602']
161|2564|Гуковский институт экономики и права (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Ростовский государственный экономический университет (РИНХ)»|Ростовская область|г. Гуково|Негосударственный филиал|347871, Ростовская область, г. Гуково, ул. Мира, д. 13А|1804 от 08.12.2015 (Бессрочная)|['380301', '380306', '380502', '400301']
162|928|федеральное государственное бюджетное образовательное учреждение высшего образования «Театральный институт имени Бориса Щукина при Государственном академическом театре имени Евгения Вахтангова»|г. Москва|г. Москва|Государственный головной ВУЗ|119002, Москва, Большой Николопесковский переулок, д. 12А, стр. 1|2347 от 19.08.2016 (Бессрочная)|['500601', '520403', '520501', '520502']
163|1524|федеральное государственное бюджетное военное образовательное учреждение высшего образования «Военно-космическая академия имени А.Ф.Можайского» Министерства обороны Российской Федерации|г. Санкт-Петербург|г. Санкт-Петербург|Государственный головной ВУЗ|ул. Ждановская, д. 13, г. Санкт-Петербург, 197198|2293 от 29.07.2016 (Бессрочная)|['050501', '050502', '080207', '090501', '100501', '100504', '110204', '110211', '110501', '110502', '110504', '120501', '130501', '160501', '210208']
164|8705|Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт комплексных проблем сердечно-сосудистых заболеваний»|Кемеровская область|г. Кемерово|Государственный головной ВУЗ|650002, г. Кемерово, бульвар Сосновый, 6|1119 от 31.10.2014 (Бессрочная)|['310601', '310802', '310802', '310809', '310813', '310836', '310836', '310862', '310863', '310863', '310871', '310871']
165|5637|Ставропольский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»|Ставропольский край|г. Ставрополь|Негосударственный филиал|355002, г. Ставрополь, ул. Лермонтова, д. 189|2787 от 07.12.2018 (Бессрочная)|['380302', '380304', '400301']
166|1427|федеральное государственное бюджетное образовательное учреждение высшего образования «Российская академия музыки имени Гнесиных»|г. Москва|г. Москва|Государственный головной ВУЗ|121069, г. Москва, ул. Поварская, дом 30-36|2855 от 19.09.2019 (Бессрочная)|['440601', '500601', '530202', '530203', '530204', '530205', '530206', '530207', '530301', '530302', '530303', '530304', '530305', '530306', '530401', '530402', '530403', '530404', '530405', '530406', '530501', '530502', '530503', '530505', '530506', '530901', '530902', '530903', '530904', '530905', '550504']
167|1139|федеральное государственное бюджетное образовательное учреждение высшего образования «Российская академия живописи, ваяния и зодчества Ильи Глазунова»|г. Москва|г. Москва|Негосударственный головной ВУЗ|101000, г. Москва, ул. Мясницкая, д. 21|2117 от 26.04.2016 (Бессрочная)|['070301', '070402', '070902', '500304', '500404', '500601', '540502', '540504', '540904', '540906', '540907']
168|2557|Негосударственное частное образовательное учреждение высшего образования «Армавирский лингвистический социальный институт»|Краснодарский край|г. Армавир|Негосударственный головной ВУЗ|352901, Краснодарский край, г. Армавир, ул. Кирова, д. 22-24|1839 от 23.12.2015 (Бессрочная)|['400301', '440301', '450301', '450302']
169|412|Образовательное учреждение высшего образования «Институт «Юждаг»|Республика Дагестан|г. Дербент|Негосударственный головной ВУЗ|368608, Республика Дагестан, г. Дербент, ул. Гейдара Алиева, д. 11|2211 от 21.06.2016 (Бессрочная)|['030501', '031201', '050102', '050301', '050708', '050720', '080105', '190702']
170|776|федеральное государственное бюджетное образовательное учреждение высшего образования «Великолукская государственная сельскохозяйственная академия»|Псковская область|г. Великие Луки|Государственный головной ВУЗ|182112 Псковская область, г. Великие Луки, пр. Ленина д. 2|1730 от 30.10.2015 (Бессрочная)|['090204', '090303', '130207', '130301', '230203', '230303', '350206', '350208', '350303', '350306', '350307', '350403', '350404', '350406', '350601', '350604', '360201', '360302', '360402', '360501', '360601', '380201', '380301', '380302', '380401', '380408', '380502', '380601']
171|12136|Федеральное государственное образовательное учреждение среднего профессионального образования «Алтайский промышленно-экономический колледж»|Алтайский край| г. Барнаул|Государственный головной ВУЗ|ул. Горно-Алтайская, д. 17, г. Барнаул, Алтайский край, 656010|2246 от 05.12.2011 (Бессрочная)|['030503', '030504', '080106', '080108', '080110', '080112', '080112', '080113', '080402', '080501', '080501', '080504', '090108', '190604']
172|7419|Федеральное государственное бюджетное учреждение науки Государственный научный центр Российской Федерации - Институт медико-биологических проблем Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 123007, Москва, Хорошевское шоссе, д.76А|0022 от 29.05.2012 (Бессрочная)|['060601', '200601', '300601']
173|10541|Федеральное государственное бюджетное учреждение науки Институт элементоорганических соединений им. А.Н.Несмеянова Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 119991, ГСП-1, Москва, В-344, Вавилова, 28|0085 от 29.05.2012 (Бессрочная)|['040601']
174|6727|Федеральное государственное бюджетное учреждение науки Главный ботанический сад им. Н.В. Цицина Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 127276, г. Москва, Ботаническая ул., 4|0525 от 19.02.2013 (Бессрочная)|['060601']
175|1881|федеральное государственное бюджетное образовательное учреждение высшего образования «Байкальский государственный университет»|Иркутская область|г. Иркутск|Государственный головной ВУЗ|664003, Иркутская область, г. Иркутск, ул. Ленина, д. 11|1991 от 10.03.2016 (Бессрочная)|['010405', '020601', '080301', '080401', '090204', '090205', '090303', '090403', '090601', '190210', '210205', '210302', '210402', '350201', '350212', '350301', '350401', '370301', '370401', '370502', '370601', '380201', '380204', '380205', '380206', '380207', '380301', '380302', '380303', '380304', '380305', '380306', '380401', '380402', '380403', '380404', '380406', '380408', '380409', '380501', '380502', '380601', '390302', '390402', '390601', '400201', '400301', '400401', '400501', '400601', '410305', '410405', '410601', '420301', '420302', '420402', '430210', '430211', '430302', '450302', '450402', '450501', '450601', '460201', '460601', '470601', '500301', '500401']
176|11891|филиал Негосударственного образовательного частного учреждения высшего профессионального образования «Московский социально-гуманитарный институт» в г. Казани|Республика Татарстан (Татарстан)| г. Казань|Негосударственный филиал|ул. Николая Столярова, д. 3, г. Казань, Республика Татарстан (Татарстан), 420030|2511 от 05.03.2012 (Бессрочная)|['030300', '030301', '050700', '050715', '080100', '080109', '080500', '080504']
177|8203|федеральное государственное бюджетное учреждение «Гидрометеорологический научно-исследовательский центр Российской Федерации»|г. Москва|г. Москва|Негосударственный головной ВУЗ|123242, г. Москва, Б. Предтеченский пер., д. 11-13|2757 от 19.04.2012 (Бессрочная)|['050601']
178|1826|Набережночелнинский институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Казанский (Приволжский) федеральный университет»|Республика Татарстан (Татарстан)|г. Набережные Челны|Негосударственный филиал|Россия, Республика Татарстан, 423812, г. Набережные Челны, пр. Сююмбике, 10а|1664 от 22.09.2015 (Бессрочная)|['010302', '010302', '010601', '080201', '080201', '080301', '080301', '080401', '080401', '080501', '080501', '080503', '090201', '090202', '090202', '090203', '090203', '090204', '090204', '090205', '090205', '090301', '090301', '090302', '090302', '090303', '090303', '090304', '090304', '090401', '090401', '090402', '090402', '090403', '090403', '090404', '090404', '090601', '130301', '130301', '130302', '130302', '130303', '130303', '130401', '130401', '130402', '130402', '130403', '130403', '130601', '150207', '150207', '150208', '150301', '150301', '150302', '150302', '150304', '150304', '150305', '150305', '150306', '150306', '150401', '150401', '150402', '150402', '150404', '150404', '150405', '150405', '150406', '150406', '150601', '160302', '160303', '160303', '160402', '200301', '200301', '200401', '200401', '210302', '210302', '220301', '220301', '220401', '220401', '220601', '230203', '230301', '230301', '230302', '230302', '230303', '230303', '230401', '230401', '230402', '230402', '230403', '230403', '230501', '230501', '230601', '270302', '270302', '270303', '270304', '270304', '270305', '270404', '270404', '270405', '270405', '270406', '270501', '270601', '280302', '280302', '370301', '370301', '380201', '380202', '380203', '380203', '380204', '380204', '380207', '380301', '380301', '380302', '380302', '380303', '380304', '380304', '380305', '380305', '380306', '380307', '380401', '380401', '380402', '380402', '380403', '380403', '380404', '380404', '380408', '380501', '380501', '380502', '380502', '380601', '400301', '400301', '400401', '400401', '410304', '420201', '420301', '420302', '420302', '420401', '430206', '430301', '430301', '430302', '430302', '430303', '450301', '450302', '450302', '450402', '450402', '450501', '450501', '450601', '460302', '470601', '540201', '540201', '540301', '540301', '540501']
179|10441|Федеральное государственное бюджетное научное учреждение «Федеральный научный агроинженерный центр ВИМ»|г. Москва|г. Москва|Негосударственный головной ВУЗ|109428, г. Москва, 1-й Институтский проезд, дом 5|2781 от 15.10.2018 (Бессрочная)|['130402', '130601', '350406', '350604']
180|5759|Федеральное государственное унитарное предприятие «Российский федеральный ядерный центр - Всероссийский научно-исследовательский институт экспериментальной физики»|Нижегородская область|г. Саров|Негосударственный головной ВУЗ|607188, г. Саров Нижегородской области, пр-т Мира, д. 37|2846 от 07.08.2019 (Бессрочная)|['010601', '030601', '090601', '110601', '150601', '240601', '560601']
181|107|Государственное образовательное автономное учреждение высшего образования Курской области «Курская академия государственной и муниципальной службы»|Курская область|г. Курск|Негосударственный головной ВУЗ|305044, город Курск, улица Станционная, 9|1931 от 12.02.2016 (Бессрочная)|['100301', '380301', '380301', '380304', '380304', '380401', '380401', '380402', '380404', '380404', '380502', '380502', '400301', '400301', '400401', '400401']
182|7427|Федеральное государственное бюджетное учреждение науки Институт систем энергетики им. Л.А. Мелентьева Сибирского отделения Российской академии наук|Иркутская область|г. Иркутск|Негосударственный головной ВУЗ|664033, г. Иркутск, ул. Лермонтова, д. 130|2812 от 20.04.2012 (Бессрочная)|['090601', '130601']
183|2242|Филиал «Котельники» государственного бюджетного образовательного учреждения высшего образования Московской области «Университет «Дубна»|Московская область|г. Котельники|Негосударственный филиал|140053, Московская область, г. Котельники, мкр-н Силикат, д. 35|2068 от 08.04.2016 (Бессрочная)|['090301', '100201', '130211', '230203', '350310', '380201', '380301', '380304', '400201']
184|8163|федеральное государственное унитарное предприятие «18 Центральный научно-исследовательский институт» Министерства обороны Российской Федерации|г. Москва|г. Москва|Негосударственный головной ВУЗ|111123, г. Москва, Свободный проспект, д. 4|1213 от 26.12.2014 (Бессрочная)|['560701']
185|1457|Курганский институт железнодорожного транспорта - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Уральский государственный университет путей сообщения» в г. Кургане|Курганская область|г. Курган|Негосударственный филиал|640000, Курганская область, город Курган, улица Коли Мяготина, д. 147|2055 от 31.03.2016 (Бессрочная)|['080210', '090201', '130207', '230201', '230504', '270203', '380201']
186|944|федеральное государственное бюджетное образовательное учреждение высшего образования «Хабаровский государственный институт культуры»|Хабаровский край|г. Хабаровск|Государственный головной ВУЗ|680045, Хабаровский край, г. Хабаровск, ул. Краснореченская, д. 112|1988 от 11.03.2016 (Бессрочная)|['440301', '440401', '450601', '460302', '500601', '510201', '510301', '510302', '510303', '510304', '510305', '510306', '510401', '510402', '510406', '510601', '520301', '520401', '520501', '530301', '530302', '530303', '530304', '530305', '530401', '530404', '530901', '530905']
